Census Geographic Identifier,Census Geography Name,Year,Total (Est.),Total (SE),American Indian and Alaska Native Alone (Est.),American Indian and Alaska Native Alone (SE),Asian or Pacific Islander Alone (Est.),Asian or Pacific Islander Alone (SE),Asian Alone (Est.),Asian Alone (SE),Black or African American Alone (Est.),Black or African American Alone (SE),Hispanic or Latino (Est.),Hispanic or Latino (SE),Not Hispanic or Latino (Est.),Not Hispanic or Latino (SE),Native Hawaiian and Other Pacific Islander Alone (Est.),Native Hawaiian and Other Pacific Islander Alone (SE),"White Alone, Not Hispanic or Latino (Est.)","White Alone, Not Hispanic or Latino (SE)",Total minus non-Hispanic Whites (Est.),Total minus non-Hispanic Whites (SE),Some Other Race Alone (Est.),Some Other Race Alone (SE),Some Other Race Alone or Two or More Races (Est.),Some Other Race Alone or Two or More Races (SE),Two or More Races (Est.),Two or More Races (SE),White Alone (Est.),White Alone (SE)
97000US0100007,"Hoover City School District, Alabama",2009,14.138439,7.2205315,,,,,,,,,,,,,,,14.89726,10.784774,13.118526,22.566437,,,,,,,14.89726,10.784774
97000US0100007,"Hoover City School District, Alabama",2010,24.935896,15.522777,,,,,,,,,,,,,,,,,,,,,,,,,,
97000US0100007,"Hoover City School District, Alabama",2011,22.409639,11.833663,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.670078
97000US0100007,"Hoover City School District, Alabama",2012,13.028169,8.2568731,,,,,,,,,,,,,,,11.464969,10.678983,13.381295,10.333559,,,,,,,7.9120884,7.5517273
97000US0100007,"Hoover City School District, Alabama",2013,13.508442,5.7756839,,,,,,,,,,,,,,,9.5588236,5.4227166,14.861462,7.6763501,,,,,,,25.711819,15.723805
97000US0100007,"Hoover City School District, Alabama",2014,13.390928,8.1978407,,,,,,,,,,,,,,,17.018635,13.736029,8.3904114,29.004679,,,,,,,17.018635,13.736029
97000US0100007,"Hoover City School District, Alabama",2015,10.761514,6.6666298,,,,,,,,,,,,,,,5.2631578,5.0703735,12.962963,9.0622244,,,,,,,4.8744464,4.7408419
97000US0100007,"Hoover City School District, Alabama",2016,15.421687,9.8017788,,,,,,,,,,,,,,,28.318584,16.441601,0.0,32.864357,,,,,,,28.318584,16.441601
97000US0100007,"Hoover City School District, Alabama",2017,17.462614,9.0822849,,,,,,,,,,,,,,,0.0,16.167625,27.403482,13.47688,,,,,,,0.0,16.167625
97000US0100270,"Baldwin County School District, Alabama",2009,42.920353,7.91325,,,,,,,,,,,,,,,40.52478,8.7714577,45.805695,19.093876,,,,,,,38.280293,8.3581095
97000US0100270,"Baldwin County School District, Alabama",2010,41.213654,7.3712497,,,,,,,54.275536,13.542086,,,,,,,25.445292,6.584589,72.159805,56.331409,,,,,,,37.326202,8.6677122
97000US0100270,"Baldwin County School District, Alabama",2011,40.660164,9.5644045,,,,,,,74.018692,17.876764,,,,,,,22.238415,6.5184174,73.90847,61.623203,,,,,,,26.053215,8.0748892
97000US0100270,"Baldwin County School District, Alabama",2012,39.538597,9.6259995,,,,,,,65.975822,31.308254,,,,,,,35.464417,9.8312063,70.196671,185.39034,,,,,,,35.606819,9.794961
97000US0100270,"Baldwin County School District, Alabama",2013,53.64859,10.614387,,,,,,,75.139359,20.412689,,,,,,,42.743008,9.9829855,70.872765,17.47584,,,,,,,41.25964,9.6721859
97000US0100270,"Baldwin County School District, Alabama",2014,42.90332,12.257423,,,,,,,69.014084,22.055529,,,,,,,34.872536,14.788299,55.513596,29.685884,,,,,,,31.009409,13.502386
97000US0100270,"Baldwin County School District, Alabama",2015,26.550541,7.1880503,,,,,,,,,,,,,,,28.141191,7.9613132,19.543509,56.116898,,,,,,,28.141191,7.9613132
97000US0100270,"Baldwin County School District, Alabama",2016,36.230598,10.970606,,,,,,,,,,,,,,,36.71804,11.774081,34.887592,53.315617,,,,,,,35.84071,11.636315
97000US0100270,"Baldwin County School District, Alabama",2017,42.746693,8.5256281,,,,,,,,,,,,,,,31.564322,6.3716502,73.32827,81.157646,,,,,,,38.849449,9.0082045
97000US0100390,"Birmingham City School District, Alabama",2009,39.132782,3.6854823,,,,,,,41.234005,3.9873025,,,,,,,16.010275,7.7648282,41.113068,3.7612145,,,,,,,15.480132,7.5926805
97000US0100390,"Birmingham City School District, Alabama",2010,51.264824,3.8612089,,,,,,,52.339764,3.8759747,,,,,,,0.0,57.82489,52.293705,3.9460056,,,,,,,25.065273,24.35564
97000US0100390,"Birmingham City School District, Alabama",2011,60.176384,4.2160697,,,,,,,62.77647,4.5463963,,,,,,,25.241676,22.196789,63.202457,3.9870036,,,,,,,30.050251,20.715771
97000US0100390,"Birmingham City School District, Alabama",2012,54.478401,3.7377379,,,,,,,53.752495,4.0536418,,,,,,,75.702477,16.61467,53.597641,4.0854588,,,,,,,75.702477,16.61467
97000US0100390,"Birmingham City School District, Alabama",2013,55.617668,3.0811574,,,,,,,54.290527,3.2240775,,,,,,,77.031799,18.163511,54.604,3.5617874,,,,,,,78.441124,16.62199
97000US0100390,"Birmingham City School District, Alabama",2014,55.083752,3.0800231,,,,,,,53.642227,3.1656406,,,,,,,60.569107,20.821333,54.769302,3.5414119,,,,,,,62.305702,20.389492
97000US0100390,"Birmingham City School District, Alabama",2015,57.56501,2.2805831,,,,,,,60.973747,2.163059,,,,,,,33.511208,17.116085,59.241356,2.1760561,,,,,,,29.511278,15.442488
97000US0100390,"Birmingham City School District, Alabama",2016,51.292007,4.1148639,,,,,,,50.668133,4.3623047,,,,,,,63.883091,32.610321,50.79509,4.5777831,,,,,,,72.051697,24.686626
97000US0100390,"Birmingham City School District, Alabama",2017,42.21685,3.7819419,,,,,,,41.641998,3.8976736,,,,,,,18.222221,17.004885,42.660099,3.8076549,,,,,,,57.990868,24.47497
97000US0101020,"Cullman County School District, Alabama",2009,49.105148,7.5200915,,,,,,,,,,,,,,,49.884926,7.6963916,22.0,594.30157,,,,,,,49.884926,7.6963916
97000US0101020,"Cullman County School District, Alabama",2010,55.877529,14.628538,,,,,,,,,,,,,,,53.621422,14.957191,75.80645,91.113144,,,,,,,55.723415,15.344952
97000US0101020,"Cullman County School District, Alabama",2011,68.583282,11.005294,,,,,,,,,,,,,,,68.828079,10.944605,0.0,8210.1758,,,,,,,68.828079,10.944605
97000US0101020,"Cullman County School District, Alabama",2012,51.184494,9.6594715,,,,,,,,,,,,,,,43.14381,9.3923788,100.0,145.34744,,,,,,,49.629627,9.2641306
97000US0101020,"Cullman County School District, Alabama",2013,50.072777,12.619967,,,,,,,,,,,,,,,50.241547,14.174882,48.484848,191.44289,,,,,,,49.813728,14.127533
97000US0101020,"Cullman County School District, Alabama",2014,16.862038,7.6071525,,,,,,,,,,,,,,,17.849463,8.9029741,11.731844,73.773994,,,,,,,16.306484,8.2623825
97000US0101020,"Cullman County School District, Alabama",2015,46.646706,9.81985,,,,,,,,,,,,,,,44.137932,9.9634199,100.0,437.46854,,,,,,,44.137932,9.9634199
97000US0101020,"Cullman County School District, Alabama",2016,27.781048,7.4430494,,,,,,,,,,,,,,,27.846607,7.4706683,0.0,6232.856,,,,,,,27.846607,7.4706683
97000US0101020,"Cullman County School District, Alabama",2017,50.297367,14.765745,,,,,,,,,,,,,,,47.011147,16.25013,67.368423,58.705711,,,,,,,49.711536,15.596214
97000US0101230,"Dothan City School District, Alabama",2009,57.811939,3.36834,,,,,,,66.110184,5.6386647,,,,,,,45.931477,7.8363247,63.76812,2.9898672,,,,,,,43.641914,7.3843555
97000US0101230,"Dothan City School District, Alabama",2010,41.369583,4.1455603,,,,,,,55.107529,5.7629018,,,,,,,25.482368,5.6472602,51.33556,2.1643379,,,,,,,25.482368,5.6472602
97000US0101230,"Dothan City School District, Alabama",2011,58.195896,4.0212998,,,,,,,59.494274,5.1496615,,,,,,,52.692867,11.173626,59.851139,5.8466496,,,,,,,51.788269,10.916298
97000US0101230,"Dothan City School District, Alabama",2012,61.730766,7.4381433,,,,,,,72.172615,5.5566816,,,,,,,24.025974,6.9164743,74.085106,7.1084728,,,,,,,44.602272,19.221043
97000US0101230,"Dothan City School District, Alabama",2013,53.681393,4.438467,,,,,,,71.269096,6.0863166,,,,,,,25.164938,4.3683553,69.382462,14.418994,,,,,,,24.65374,4.3665199
97000US0101230,"Dothan City School District, Alabama",2014,55.151321,4.1580715,,,,,,,61.396702,5.5161495,,,,,,,41.945946,6.7555323,60.751949,4.9647036,,,,,,,44.753086,7.6282821
97000US0101230,"Dothan City School District, Alabama",2015,52.427471,3.8577535,,,,,,,56.822731,3.3136654,,,,,,,35.672516,9.3660269,56.681515,4.4330697,,,,,,,35.672516,9.3660269
97000US0101230,"Dothan City School District, Alabama",2016,45.80756,4.9052267,,,,,,,53.354465,7.3420396,,,,,,,30.319735,7.4850745,52.820766,6.089642,,,,,,,31.38833,7.3282623
97000US0101230,"Dothan City School District, Alabama",2017,55.938286,3.6753907,,,,,,,65.625,4.9259133,,,,,,,33.563538,6.938395,63.790596,2.6082206,,,,,,,32.8125,6.7271552
97000US0101290,"Elmore County School District, Alabama",2009,55.830818,14.087089,,,,,,,65.971313,22.760183,,,,,,,40.279545,17.763874,69.930878,21.131933,,,,,,,40.279545,17.763874
97000US0101290,"Elmore County School District, Alabama",2010,21.854574,9.4296999,,,,,,,19.327732,9.0847616,,,,,,,23.941607,13.743216,19.202227,28.649134,,,,,,,23.941607,13.743216
97000US0101290,"Elmore County School District, Alabama",2011,53.770493,14.3796,,,,,,,,,,,,,,,26.873579,10.31417,85.522789,68.830833,,,,,,,26.873579,10.31417
97000US0101290,"Elmore County School District, Alabama",2012,50.431622,14.352859,,,,,,,55.815769,18.397518,,,,,,,42.93478,18.140696,55.815769,25.285339,,,,,,,42.93478,18.140696
97000US0101290,"Elmore County School District, Alabama",2013,50.322861,10.093902,,,,,,,,,,,,,,,46.886185,16.189758,55.507557,28.826794,,,,,,,46.886185,16.189758
97000US0101290,"Elmore County School District, Alabama",2014,51.437534,16.082994,,,,,,,78.016083,25.011978,,,,,,,32.041588,14.252668,75.438599,19.41737,,,,,,,32.041588,14.252668
97000US0101290,"Elmore County School District, Alabama",2015,49.954044,11.82528,,,,,,,57.15686,17.358831,,,,,,,41.208298,16.763493,59.044052,23.486547,,,,,,,41.208298,16.763493
97000US0101290,"Elmore County School District, Alabama",2016,38.650307,15.133699,,,,,,,42.931938,25.70616,,,,,,,40.238705,19.648071,36.970242,38.322247,,,,,,,40.238705,19.648071
97000US0101290,"Elmore County School District, Alabama",2017,68.16626,22.109396,,,,,,,92.378922,17.113979,,,,,,,2.1582735,2.191083,92.813965,65.104225,,,,,,,15.132607,12.18348
97000US0101800,"Huntsville City School District, Alabama",2009,36.95919,5.5982537,,,,,,,45.100777,6.7885952,,,,,,,17.675545,6.230248,44.526794,6.6906919,,,,,,,18.198528,6.1423106
97000US0101800,"Huntsville City School District, Alabama",2010,53.871609,7.0020227,,,,,,,59.037979,9.2971039,,,,,,,46.315788,13.638982,57.594467,11.075254,,,,,,,45.161289,13.452156
97000US0101800,"Huntsville City School District, Alabama",2011,42.11729,4.6446176,,,,,,,41.35141,7.0228524,67.10817,15.19701,38.869766,6.6151085,,,30.629488,9.0166426,47.051353,5.8100109,,,,,,,35.596706,7.9155073
97000US0101800,"Huntsville City School District, Alabama",2012,41.266064,5.730051,,,,,,,47.202168,7.1182833,,,,,,,22.3209,8.864624,48.201126,6.9500403,,,,,,,25.749859,9.1103172
97000US0101800,"Huntsville City School District, Alabama",2013,46.755077,5.7063551,,,,,,,54.933655,8.1425486,,,,,,,38.904663,11.570935,50.940948,9.5221786,,,,,,,37.7262,11.381923
97000US0101800,"Huntsville City School District, Alabama",2014,56.126232,6.700273,,,,,,,59.363758,7.7259369,,,,,,,43.331818,9.6977215,61.119007,8.5662575,,,,,,,47.973255,10.210649
97000US0101800,"Huntsville City School District, Alabama",2015,42.564842,4.646369,,,,,,,56.512089,6.2747469,,,,,,,19.570293,10.932609,52.823509,0.48542669,,,,,,,20.497999,10.525512
97000US0101800,"Huntsville City School District, Alabama",2016,45.645828,5.1617017,,,,,,,56.001419,5.4199958,,,,,,,16.759212,6.5144391,54.814934,4.2830014,,,,,,,23.79014,6.8721309
97000US0101800,"Huntsville City School District, Alabama",2017,50.391525,7.0062451,,,,,,,58.900654,7.7688389,,,,,,,25.346535,12.043107,57.983196,8.3720369,,,,,,,27.777779,12.0393
97000US0101920,"Jefferson County School District, Alabama",2009,33.049221,6.2119622,,,,,,,32.583256,7.9536595,,,,,,,33.225285,10.020513,32.908382,13.786441,,,,,,,32.643311,9.9082632
97000US0101920,"Jefferson County School District, Alabama",2010,40.251255,5.4312339,,,,,,,39.390091,7.3567772,,,,,,,43.773853,10.288016,37.686695,12.50963,,,,,,,43.773853,10.288016
97000US0101920,"Jefferson County School District, Alabama",2011,31.486914,4.9711552,,,,,,,29.218615,6.7105589,,,,,,,31.449127,7.0154204,31.505466,8.1695738,,,,,,,31.613123,6.9440737
97000US0101920,"Jefferson County School District, Alabama",2012,42.359249,5.7096314,,,,,,,46.821739,8.2271032,,,,,,,35.825966,8.6095724,46.613548,10.056682,,,,,,,37.379768,9.4687109
97000US0101920,"Jefferson County School District, Alabama",2013,31.355312,5.5559616,,,,,,,32.300377,7.5881653,,,,,,,30.274418,7.5154624,31.949402,9.4217691,,,,,,,29.6875,7.4995489
97000US0101920,"Jefferson County School District, Alabama",2014,49.862175,7.1210318,,,,,,,45.492661,7.7538071,,,,,,,52.518337,11.372669,47.957932,15.228386,,,,,,,54.287689,11.201352
97000US0101920,"Jefferson County School District, Alabama",2015,40.635838,5.2663932,,,,,,,42.547386,6.2640533,,,,,,,35.265553,10.608998,43.133381,8.6388092,,,,,,,34.968403,10.56803
97000US0101920,"Jefferson County School District, Alabama",2016,31.010624,6.4645586,,,,,,,29.712517,7.3286204,,,,,,,23.275307,12.273169,32.844261,8.2675409,,,,,,,19.966814,10.511921
97000US0101920,"Jefferson County School District, Alabama",2017,32.714081,5.9698606,,,,,,,37.31123,8.3004084,25.274727,20.669134,32.944244,6.156671,,,23.906487,6.5650849,36.338245,8.2248316,,,,,,,22.896353,6.3172522
97000US0102220,"Madison County School District, Alabama",2009,24.069199,8.6590176,,,,,,,18.569256,9.1650801,,,,,,,11.987767,5.9015789,43.359375,39.852955,,,,,,,11.666667,5.7704148
97000US0102220,"Madison County School District, Alabama",2010,38.580246,7.6909871,,,,,,,44.420601,17.595369,,,,,,,36.104511,10.423621,43.171806,25.051132,,,,,,,32.782169,9.1382008
97000US0102220,"Madison County School District, Alabama",2011,41.379311,13.271385,,,,,,,,,,,,,,,49.546104,17.288954,21.618498,72.884254,,,,,,,49.546104,17.288954
97000US0102220,"Madison County School District, Alabama",2012,15.186403,3.570585,,,,,,,,,,,,,,,18.454937,3.4463894,7.4654379,20.208641,,,,,,,17.882797,3.6409194
97000US0102220,"Madison County School District, Alabama",2013,33.015076,10.522613,,,,,,,37.533691,25.183439,,,,,,,25.846001,9.7996578,40.546112,20.000229,,,,,,,28.387651,8.7312441
97000US0102220,"Madison County School District, Alabama",2014,26.878981,8.6521416,,,,,,,56.5812,25.401323,,,,,,,17.847412,7.4518375,41.826382,13.127893,,,,,,,17.847412,7.4518375
97000US0102220,"Madison County School District, Alabama",2015,28.129206,11.59109,,,,,,,,,,,,,,,35.308056,15.871204,18.691589,36.651344,,,,,,,31.769722,14.47306
97000US0102220,"Madison County School District, Alabama",2016,37.104774,13.385805,,,,,,,69.113144,24.81152,,,,,,,10.529519,5.2758493,64.687302,48.221226,,,,,,,10.529519,5.2758493
97000US0102220,"Madison County School District, Alabama",2017,32.615383,15.994745,,,,,,,,,,,,,,,33.396225,16.141224,31.685394,40.40184,,,,,,,33.396225,16.141224
97000US0102370,"Mobile County School District, Alabama",2009,45.527149,3.0944142,,,,,,,50.971085,3.1528063,86.820084,19.108603,44.572838,3.3525124,,,31.795275,7.2167993,51.41449,4.3985314,,,,,,,33.805363,7.0938935
97000US0102370,"Mobile County School District, Alabama",2010,42.699219,3.5533237,,,,,,,47.110069,5.1351891,,,,,,,33.82114,7.4424853,47.56641,5.9156065,,,,,,,33.635185,7.4230614
97000US0102370,"Mobile County School District, Alabama",2011,47.643574,3.0355244,,,,,,,54.409809,3.8009384,,,,,,,32.676331,6.6065631,54.005402,4.0722947,,,,,,,34.283512,6.7505827
97000US0102370,"Mobile County School District, Alabama",2012,52.769863,2.4297907,,,,,,,55.06432,3.8009677,,,,,,,48.585632,6.1139913,54.629982,3.852906,,,,,,,48.849442,6.7954526
97000US0102370,"Mobile County School District, Alabama",2013,56.176548,4.0492406,,,,,,,62.527287,5.1189699,,,,,,,42.839954,6.1039572,62.479687,5.3177657,,,,,,,42.839954,6.1039572
97000US0102370,"Mobile County School District, Alabama",2014,51.106853,2.889987,,,,,,,55.348282,4.2949004,,,,,,,44.938679,6.5899754,54.253429,4.3601651,,,,,,,44.938679,6.5899754
97000US0102370,"Mobile County School District, Alabama",2015,44.560547,4.0681872,,,,,,,41.762058,3.9959912,,,,,,,42.397533,7.6521449,45.447968,6.3985562,,,,,,,42.067959,7.2665429
97000US0102370,"Mobile County School District, Alabama",2016,50.289864,4.1859837,,,,,,,53.551865,5.8304381,,,,,,,40.440296,7.8470125,53.863518,5.5689759,,,,,,,41.543873,7.2425418
97000US0102370,"Mobile County School District, Alabama",2017,52.502018,4.4389052,,,,,,,53.526241,3.6819208,,,,,,,53.230595,9.3397913,52.136673,8.2171545,,,,,,,52.33662,9.23522
97000US0102430,"Montgomery County School District, Alabama",2009,46.107655,5.1806231,,,,,,,48.564163,5.5044169,,,,,,,31.202749,11.159146,47.861244,5.7085514,,,,,,,29.309231,10.683675
97000US0102430,"Montgomery County School District, Alabama",2010,48.330177,3.9822254,,,,,,,47.992004,4.1010132,,,,,,,27.33564,6.6334682,50.344425,4.0672402,,,,,,,41.747574,16.389643
97000US0102430,"Montgomery County School District, Alabama",2011,49.781731,4.9431262,,,,,,,52.974819,5.2572632,,,,,,,23.209663,8.0222797,52.52877,4.9720316,,,,,,,28.051737,8.9598703
97000US0102430,"Montgomery County School District, Alabama",2012,44.143631,4.6152692,,,,,,,46.937782,4.7798219,,,,,,,15.628971,5.5866623,48.313667,4.7297368,,,,,,,21.744255,8.0482235
97000US0102430,"Montgomery County School District, Alabama",2013,49.364372,5.1374998,,,,,,,52.13406,5.6423936,,,,,,,21.983913,9.5006561,52.896423,5.4998493,,,,,,,33.407326,11.624438
97000US0102430,"Montgomery County School District, Alabama",2014,53.346844,4.6944814,,,,,,,54.830921,3.9167523,,,,,,,38.800304,17.208721,55.010422,5.3023677,,,,,,,44.221451,16.230589
97000US0102430,"Montgomery County School District, Alabama",2015,48.930042,5.3288112,,,,,,,50.500481,5.5372162,,,,,,,40.735294,10.688198,50.476368,6.3799076,,,,,,,40.872303,9.5751438
97000US0102430,"Montgomery County School District, Alabama",2016,43.48711,5.1211128,,,,,,,45.43161,5.899178,83.798889,20.80257,42.775421,5.3134346,,,23.655914,9.9157009,45.028202,5.3933969,,,,,,,32.004555,8.7742043
97000US0102430,"Montgomery County School District, Alabama",2017,56.920822,4.3788714,,,,,,,58.504711,5.3945684,,,,,,,30.29163,11.93803,59.612095,4.3778839,,,,,,,51.708858,10.612984
97000US0103030,"Shelby County School District, Alabama",2009,22.049049,6.6087065,,,,,,,,,,,,,,,16.029793,6.8181777,36.627449,19.281878,,,,,,,16.029793,6.8181777
97000US0103030,"Shelby County School District, Alabama",2010,45.966488,6.6544042,,,,,,,50.529224,10.211572,100.0,58.952785,41.988132,8.4391747,,,37.051159,7.8694396,56.585918,12.586782,,,,,,,37.051159,7.8694396
97000US0103030,"Shelby County School District, Alabama",2011,16.541143,6.0335445,,,,,,,,,,,,,,,16.588125,5.5604057,16.473001,16.867374,,,,,,,14.170692,4.8700037
97000US0103030,"Shelby County School District, Alabama",2012,37.497505,6.0682645,,,,,,,28.079472,6.1368618,,,,,,,37.070881,7.224299,39.29314,42.377357,,,,,,,38.140327,7.2430415
97000US0103030,"Shelby County School District, Alabama",2013,22.839991,5.3864064,,,,,,,21.352785,6.294013,,,,,,,24.376921,6.7309508,17.849224,35.054264,,,,,,,23.20442,6.6277428
97000US0103030,"Shelby County School District, Alabama",2014,22.038567,7.2243609,,,,,,,,,,,,,,,19.121317,7.6657071,25.629993,17.797085,,,,,,,19.121317,7.6657071
97000US0103030,"Shelby County School District, Alabama",2015,21.060663,7.2038212,,,,,,,39.823006,20.768158,,,,,,,10.0,3.9327421,40.4837,35.782631,,,,,,,10.0,3.9327421
97000US0103030,"Shelby County School District, Alabama",2016,23.957979,7.0313716,,,,,,,,,,,,,,,23.460096,6.8606982,24.815498,22.053892,,,,,,,23.460096,6.8606982
97000US0103030,"Shelby County School District, Alabama",2017,22.163834,7.6441708,,,,,,,,,,,,,,,21.929451,9.1010084,22.789116,36.752888,,,,,,,21.929451,9.1010084
97000US0103360,"Tuscaloosa City School District, Alabama",2009,52.63158,7.5282669,,,,,,,54.151241,8.5867367,,,,,,,44.554455,12.948792,53.686935,8.2197618,,,,,,,40.106953,13.014812
97000US0103360,"Tuscaloosa City School District, Alabama",2010,66.079155,11.236946,,,,,,,75.497467,10.758657,,,,,,,12.935324,12.058028,74.280235,9.7068157,,,,,,,12.935324,12.058028
97000US0103360,"Tuscaloosa City School District, Alabama",2011,60.896862,8.457098,,,,,,,61.44138,9.2898808,,,,,,,55.988026,20.805498,61.44138,9.4842491,,,,,,,55.988026,20.805498
97000US0103360,"Tuscaloosa City School District, Alabama",2012,44.008427,8.6272774,,,,,,,45.393761,9.7600355,,,,,,,30.751446,14.793484,47.91951,10.50657,,,,,,,42.843513,15.730188
97000US0103360,"Tuscaloosa City School District, Alabama",2013,48.004627,8.4486351,,,,,,,53.047775,9.1817694,,,,,,,11.820332,10.952128,53.047775,8.1332006,,,,,,,11.820332,10.952128
97000US0103360,"Tuscaloosa City School District, Alabama",2014,38.642296,5.8445344,,,,,,,42.977188,5.9969869,,,,,,,,,,,,,,,,,,
97000US0103360,"Tuscaloosa City School District, Alabama",2015,39.951721,7.2731876,,,,,,,40.407379,9.6976738,,,,,,,34.24218,17.169966,41.863586,10.569683,,,,,,,38.714497,15.967192
97000US0103360,"Tuscaloosa City School District, Alabama",2016,46.48201,7.7541575,,,,,,,49.291897,8.788825,,,,,,,27.616926,14.606513,49.628529,7.9622226,,,,,,,25.306124,13.859242
97000US0103360,"Tuscaloosa City School District, Alabama",2017,40.496635,7.4214206,,,,,,,44.782852,7.8855419,,,,,,,20.576672,18.261124,44.782852,8.3118458,,,,,,,20.576672,18.261124
97000US0103390,"Tuscaloosa County School District, Alabama",2009,36.953598,8.0149088,,,,,,,51.204281,17.554581,,,,,,,29.812607,7.539607,47.320694,15.052548,,,,,,,29.812607,7.539607
97000US0103390,"Tuscaloosa County School District, Alabama",2010,43.288322,9.1597929,,,,,,,49.168797,9.1831713,,,,,,,30.788177,19.52709,49.237984,13.259274,,,,,,,36.35334,18.855047
97000US0103390,"Tuscaloosa County School District, Alabama",2011,59.80191,9.4963236,,,,,,,67.14801,13.029318,,,,,,,51.245552,15.272169,67.695335,17.167545,,,,,,,53.208035,13.968097
97000US0103390,"Tuscaloosa County School District, Alabama",2012,48.853069,10.549931,,,,,,,61.27301,12.4426,,,,,,,41.63987,14.550683,58.749996,24.175489,,,,,,,40.42664,14.306603
97000US0103390,"Tuscaloosa County School District, Alabama",2013,30.867779,9.3842392,,,,,,,27.608915,11.401501,,,,,,,40.065681,14.439079,23.593075,22.268862,,,,,,,34.463276,12.724817
97000US0103390,"Tuscaloosa County School District, Alabama",2014,44.229607,7.8246279,,,,,,,53.194546,10.587307,,,,,,,37.715179,9.4197149,53.194546,17.477921,,,,,,,37.715179,9.4197149
97000US0103390,"Tuscaloosa County School District, Alabama",2015,41.916355,9.63939,,,,,,,64.959564,10.128933,,,,,,,26.484976,16.812916,54.371124,14.242777,,,,,,,24.771242,16.137533
97000US0103390,"Tuscaloosa County School District, Alabama",2016,44.652252,7.9356303,,,,,,,71.858635,10.687934,,,,,,,18.690542,8.6422062,73.027519,41.900208,,,,,,,18.576197,8.5915108
97000US0103390,"Tuscaloosa County School District, Alabama",2017,33.124821,7.5169454,,,,,,,46.739132,12.725986,,,,,,,26.149559,13.002494,44.134895,19.153517,,,,,,,26.149559,13.002494
97000US0200180,"Anchorage School District, Alaska",2009,23.270576,4.3509941,,,,,,,,,60.581398,12.54742,19.466509,5.3747501,,,18.676388,5.861167,29.498226,11.215635,,,,,40.860214,12.199124,22.001682,5.294879
97000US0200180,"Anchorage School District, Alaska",2010,28.44338,3.299062,37.5,13.585565,,,35.057983,13.973427,,,,,,,,,24.472471,7.8066907,31.209867,7.2407885,,,,,49.652779,20.157394,23.594053,7.0531549
97000US0200180,"Anchorage School District, Alaska",2011,16.53511,4.353478,29.917549,12.292223,,,0.0,19.995035,,,,,,,,,13.875,6.4637699,19.112009,10.219961,,,,,,,13.193343,6.1624436
97000US0200180,"Anchorage School District, Alaska",2012,30.24432,4.4092689,,,,,37.304543,15.836622,,,47.863247,13.507865,26.411804,6.6931539,,,22.870529,7.4025364,36.233135,8.4233294,,,,,40.620594,12.694113,23.895582,6.5247312
97000US0200180,"Anchorage School District, Alaska",2013,15.58516,4.2053256,27.351665,17.145773,,,0.0,27.327738,,,21.729322,11.500381,14.139091,6.0424008,,,13.03266,3.2556701,17.764206,7.8941422,,,,,,,14.389936,4.3715234
97000US0200180,"Anchorage School District, Alaska",2014,26.578241,5.6659689,28.967911,14.493093,,,25.774225,16.499462,30.600292,22.254881,,,,,,,25.283632,8.2418518,27.417999,10.628358,,,,,13.09131,7.5367899,25.938866,8.0193529
97000US0200180,"Anchorage School District, Alaska",2015,23.063148,4.1353402,22.783604,9.0335588,,,3.2634032,2.9868782,29.385641,13.3599,36.488094,16.593056,20.537514,6.1960468,,,14.868164,4.7162557,28.21615,6.3779974,,,,,18.163471,8.7989759,18.441668,5.8761749
97000US0200180,"Anchorage School District, Alaska",2016,21.312119,4.0106063,58.083141,21.649534,,,10.47836,9.9136295,,,33.668728,14.088294,18.807844,5.9851565,,,19.499479,5.6711059,22.400835,7.0710621,,,,,,,21.397671,5.5021839
97000US0200180,"Anchorage School District, Alaska",2017,17.986942,4.8034735,28.691275,14.745937,,,22.807016,20.101553,,,0.0,10.67843,19.870176,5.2060733,,,15.48171,5.6541634,19.819141,8.9898911,,,,,,,13.88953,5.1455421
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2009,41.585762,15.874478,,,,,,,,,,,,,,,42.447258,16.464434,21.568628,618.18182,,,,,,,42.447258,16.464434
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2010,37.831154,9.8258114,,,,,,,,,,,,,,,42.944519,11.28325,16.236162,84.1511,,,,,,,41.811993,11.163631
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2011,32.8792,8.6621122,,,,,,,,,,,,,,,35.900623,8.9522314,24.662163,44.646561,,,,,,,34.120426,8.6450825
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2012,36.760124,5.5744777,24.736843,11.313893,,,,,,,,,,,,,32.904308,6.0329404,51.739132,21.18786,,,,,,,32.576176,5.9512601
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2013,37.72242,6.6832356,,,,,,,,,,,,,,,38.347107,7.416595,33.846153,71.729179,,,,,,,36.737926,7.0643902
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2014,34.318302,7.3425798,,,,,,,,,,,,,,,32.520809,8.196516,46.558704,65.917953,,,,,,,31.913652,8.0714722
97000US0200510,"Matanuska-Susitna Borough School District, Alaska",2015,31.258022,6.5834112,,,,,,,,,,,,,,,34.514172,9.3693991,25.614035,26.377974,,,,,,,34.514172,9.3693991
