Census Geographic Identifier,Census Geography Name,Year,Total (Est.),Total (SE),American Indian and Alaska Native Alone (Est.),American Indian and Alaska Native Alone (SE),Asian or Pacific Islander Alone (Est.),Asian or Pacific Islander Alone (SE),Asian Alone (Est.),Asian Alone (SE),Black or African American Alone (Est.),Black or African American Alone (SE),Hispanic or Latino (Est.),Hispanic or Latino (SE),Not Hispanic or Latino (Est.),Not Hispanic or Latino (SE),Native Hawaiian and Other Pacific Islander Alone (Est.),Native Hawaiian and Other Pacific Islander Alone (SE),"White Alone, Not Hispanic or Latino (Est.)","White Alone, Not Hispanic or Latino (SE)",Total minus non-Hispanic Whites (Est.),Total minus non-Hispanic Whites (SE),Some Other Race Alone (Est.),Some Other Race Alone (SE),Some Other Race Alone or Two or More Races (Est.),Some Other Race Alone or Two or More Races (SE),Two or More Races (Est.),Two or More Races (SE),White Alone (Est.),White Alone (SE)
97000US1805670,"Lawrence Township Metropolitan School District, Indiana",2016,37.78878,9.9695072,,,,,,,36.50724,13.816969,,,,,,,37.516003,14.969051,37.863396,13.32338,,,,,,,31.986898,12.907391
97000US1805670,"Lawrence Township Metropolitan School District, Indiana",2017,31.401506,6.4927073,,,,,,,33.591858,9.5588655,,,,,,,23.344948,7.2739043,35.190495,8.0904312,,,,,,,22.577929,7.1665721
97000US1807320,"Muncie Community Schools, Indiana",2009,66.54689,13.60178,,,,,,,,,,,,,,,66.456696,15.588373,66.742599,54.55154,,,,,,,66.456696,15.588373
97000US1807320,"Muncie Community Schools, Indiana",2010,47.466064,5.3377476,,,,,,,,,,,,,,,53.605247,11.045416,37.395458,30.770025,,,,,,,53.605247,11.045416
97000US1807320,"Muncie Community Schools, Indiana",2011,57.336269,7.5694962,,,,,,,90.798607,12.409831,,,,,,,53.861488,8.9963198,63.301968,20.90786,,,,,,,53.861488,8.9963198
97000US1807320,"Muncie Community Schools, Indiana",2012,48.986347,10.40016,,,,,,,40.808823,7.6845751,,,,,,,42.840843,12.168201,65.210846,28.358837,,,,,,,46.215782,12.647186
97000US1807320,"Muncie Community Schools, Indiana",2013,49.825378,7.8613467,,,,,,,83.068779,25.961334,,,,,,,45.628998,7.4191494,61.055637,12.270446,,,,,,,42.502483,7.0162015
97000US1807320,"Muncie Community Schools, Indiana",2014,66.225716,10.529303,,,,,,,,,,,,,,,70.96962,12.351927,54.738331,59.17514,,,,,,,68.882683,12.346733
97000US1807320,"Muncie Community Schools, Indiana",2015,79.799667,6.2502584,,,,,,,,,,,,,,,73.948219,10.814284,89.307625,68.667587,,,,,,,75.398315,8.8553009
97000US1807320,"Muncie Community Schools, Indiana",2016,53.268219,7.0226765,,,,,,,45.682732,13.232234,,,,,,,55.2799,4.6080265,50.366974,21.21571,,,,,,,55.2799,4.6080265
97000US1807320,"Muncie Community Schools, Indiana",2017,40.291439,11.836744,,,,,,,,,,,,,,,33.544571,9.1289873,82.53968,213.84015,,,,,,,33.544571,9.1289873
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2009,47.95792,13.098073,,,,,,,,,,,,,,,41.981133,8.2065907,82.563026,194.8275,,,,,,,40.753788,7.9220319
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2010,41.231342,6.6900144,,,,,,,,,,,,,,,48.57143,7.0810976,16.27907,54.501637,,,,,,,48.57143,7.0810976
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2011,50.232738,11.182848,,,,,,,,,,,,,,,45.274101,12.146502,72.943726,158.91313,,,,,,,46.758621,12.516088
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2012,64.115646,7.7167621,,,,,,,,,,,,,,,61.275883,7.6676846,73.097343,23.201237,,,,,,,61.275883,7.6676846
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2013,31.220032,8.5842075,,,,,,,,,,,,,,,27.012522,9.368844,66.5,203.58894,,,,,,,27.012522,9.368844
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2014,37.276237,6.9699273,,,,,,,,,,,,,,,39.252338,7.8592858,24.742268,84.592697,,,,,,,39.252338,7.8592858
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2015,41.73703,10.145399,,,,,,,,,,,,,,,29.331118,9.6471329,74.587456,76.807129,,,,,,,31.554344,9.7847328
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2016,31.809872,9.0115433,,,,,,,,,,,,,,,26.661331,10.6457,48.214287,24.47682,,,,,,,26.661331,10.6457
97000US1807410,"New Albany-Floyd County Consolidated Schools, Indiana",2017,30.262142,9.591773,,,,,,,,,,,,,,,24.932102,11.473044,43.293495,33.427803,,,,,,,30.552763,12.218363
97000US1808760,"Penn-Harris-Madison School Corporation, Indiana",2016,31.930468,18.353621,,,,,,,,,,,,,,,16.027088,14.791806,100.0,130.1938,,,,,,,24.924318,15.250609
97000US1808760,"Penn-Harris-Madison School Corporation, Indiana",2017,49.666668,14.846386,,,,,,,,,,,,,,,42.391304,12.171904,65.860214,22.327755,,,,,,,36.753925,10.585434
97000US1808820,"Perry Township Metropolitan School District, Indiana",2009,36.895676,9.7865067,,,,,,,,,,,,,,,38.402458,10.802813,33.208023,44.969967,,,,,,,38.402458,10.802813
97000US1808820,"Perry Township Metropolitan School District, Indiana",2010,46.932785,7.3225007,,,,,,,,,,,,,,,43.232159,8.9460726,56.243549,24.777824,,,,,,,46.830578,8.5579214
97000US1808820,"Perry Township Metropolitan School District, Indiana",2011,56.105988,11.355321,,,,,,,,,,,,,,,54.046993,12.565475,71.568626,78.505669,,,,,,,54.046993,12.565475
97000US1808820,"Perry Township Metropolitan School District, Indiana",2012,49.127274,12.741508,,,,,,,,,,,,,,,47.6618,13.079423,100.0,829.03235,,,,,,,49.127274,12.741508
97000US1808820,"Perry Township Metropolitan School District, Indiana",2013,42.667507,9.136548,,,,,,,,,,,,,,,28.736141,9.6243553,77.227722,89.674065,,,,,,,28.736141,9.6243553
97000US1808820,"Perry Township Metropolitan School District, Indiana",2014,38.916256,14.242786,,,,,,,,,,,,,,,25.335804,10.108442,100.0,103.99358,,,,,,,25.335804,10.108442
97000US1808820,"Perry Township Metropolitan School District, Indiana",2015,58.329819,14.053777,,,,,,,,,,,,,,,60.413437,14.600039,49.082569,113.59039,,,,,,,63.331734,14.542739
97000US1808820,"Perry Township Metropolitan School District, Indiana",2016,46.190315,12.099649,,,,,,,,,,,,,,,27.046785,12.119932,89.789124,102.45692,,,,,,,29.784241,11.993123
97000US1808820,"Perry Township Metropolitan School District, Indiana",2017,19.394403,7.5325041,,,,,,,,,,,,,,,9.3686361,5.5734677,32.394367,10.115117,,,,,,,15.490797,9.2049503
97000US1808910,"Pike Township Metropolitan School District, Indiana",2009,22.893114,4.7865753,,,,,,,,,43.47826,11.266802,16.097061,9.4900398,,,,,,,,,,,,,29.957205,15.05584
97000US1808910,"Pike Township Metropolitan School District, Indiana",2010,33.677685,10.185193,,,,,,,16.681108,9.095108,,,,,,,62.689228,25.339417,21.826118,20.755642,,,,,,,65.64286,20.475378
97000US1808910,"Pike Township Metropolitan School District, Indiana",2011,26.762783,10.334473,,,,,,,27.461708,11.575686,,,,,,,0.0,22.384014,30.282948,11.530187,,,,,,,0.0,20.84865
97000US1808910,"Pike Township Metropolitan School District, Indiana",2012,22.66733,6.8788848,,,,,,,22.701555,9.8996744,,,,,,,,,,,,,,,,,30.974632,23.534952
97000US1808910,"Pike Township Metropolitan School District, Indiana",2013,34.85881,8.7536697,,,,,,,39.377018,10.296129,,,,,,,,,,,,,,,,,,
97000US1808910,"Pike Township Metropolitan School District, Indiana",2014,28.414934,8.9159002,,,,,,,18.253487,6.3149743,,,,,,,,,,,,,,,,,54.905659,31.157633
97000US1808910,"Pike Township Metropolitan School District, Indiana",2015,27.732241,6.7070999,,,,,,,25.203251,9.8320618,,,,,,,,,,,,,,,,,,
97000US1808910,"Pike Township Metropolitan School District, Indiana",2016,12.724868,4.54847,,,,,,,16.753698,6.7923269,,,,,,,,,,,,,,,,,,
97000US1808910,"Pike Township Metropolitan School District, Indiana",2017,29.00075,12.443459,,,,,,,28.323698,13.944079,,,,,,,0.0,83.74604,30.647081,13.656445,,,,,,,0.0,83.74604
97000US1810290,"South Bend Community School Corporation, Indiana",2009,61.763348,6.689517,,,,,,,62.789719,12.603842,68.518517,17.914019,61.083828,7.7784343,,,58.894962,8.5791788,64.711388,14.706135,,,,,,,59.327126,8.6023798
97000US1810290,"South Bend Community School Corporation, Indiana",2010,46.264847,4.888361,,,,,,,54.214703,7.7773614,28.051001,13.600204,47.638012,5.077569,,,36.369347,5.4663095,53.044975,6.0788703,,,,,,,34.500828,5.3064847
97000US1810290,"South Bend Community School Corporation, Indiana",2011,64.233902,4.8245101,,,,,,,74.474098,7.8698478,94.80088,7.6172462,59.397972,7.2087326,,,38.724281,8.3919611,79.035339,21.663807,100.0,48.226948,,,,,46.289753,7.3380427
97000US1810290,"South Bend Community School Corporation, Indiana",2012,52.334255,7.0244083,,,,,,,54.065849,8.5025682,58.169937,18.745937,51.701324,8.1758633,,,42.411346,12.153937,56.598598,10.195183,,,,,,,40.832813,10.733354
97000US1810290,"South Bend Community School Corporation, Indiana",2013,52.899796,6.045918,,,,,,,66.568726,6.4635606,59.636368,19.274765,52.266121,6.982687,,,40.558102,10.705869,61.438774,9.7063046,,,,,,,42.485756,10.35514
97000US1810290,"South Bend Community School Corporation, Indiana",2014,49.285023,4.161088,,,,,,,58.022285,5.2088251,79.875778,13.292938,45.436073,6.0083227,,,32.368107,6.8965449,58.393848,1.6496707,,,,,,,39.540157,6.5493474
97000US1810290,"South Bend Community School Corporation, Indiana",2015,53.664124,4.3648477,,,,,,,60.671638,7.7983513,72.248802,24.004257,52.397263,5.2969413,,,44.251297,7.9631925,63.099968,4.5178275,,,,,,,46.305141,7.6102896
97000US1810290,"South Bend Community School Corporation, Indiana",2016,53.357731,5.1077628,,,,,,,64.0821,7.7307353,80.392159,17.156639,52.579071,5.4435539,,,42.295723,9.5109739,63.177895,6.8648829,,,,,,,43.804474,9.4130621
97000US1810290,"South Bend Community School Corporation, Indiana",2017,29.966331,7.510622,,,,,,,28.134674,11.695621,41.995358,18.920048,28.766489,8.6615067,,,30.87784,10.033276,29.490873,12.665987,,,,,,,33.924847,8.9477301
97000US1810650,"Hamilton Southeastern Schools, Indiana",2009,18.910675,11.313977,,,,,,,,,,,,,,,2.2282608,2.106585,86.373627,173.39862,,,,,,,2.2282608,2.106585
97000US1810650,"Hamilton Southeastern Schools, Indiana",2010,33.701149,10.656491,,,,,,,,,,,,,,,32.193268,11.846124,42.042042,80.628853,,,,,,,34.020077,11.848805
97000US1810650,"Hamilton Southeastern Schools, Indiana",2012,11.4,8.5795193,,,,,,,,,,,,,,,12.038014,9.0185452,0.0,240.87941,,,,,,,12.038014,9.0185452
97000US1810650,"Hamilton Southeastern Schools, Indiana",2013,6.1068702,5.6711173,,,,,,,,,,,,,,,0.0,8.6843243,27.882036,66.915115,,,,,,,0.0,8.6843243
97000US1810650,"Hamilton Southeastern Schools, Indiana",2014,29.164478,12.381047,,,,,,,,,,,,,,,27.5,13.135899,34.341251,59.541195,,,,,,,27.5,13.135899
97000US1810650,"Hamilton Southeastern Schools, Indiana",2015,12.5,8.0499458,,,,,,,,,,,,,,,16.63286,10.603389,0.0,51.424026,,,,,,,16.63286,10.603389
97000US1810650,"Hamilton Southeastern Schools, Indiana",2016,6.0675883,6.1808453,,,,,,,,,,,,,,,,,,,,,,,,,,
97000US1811340,"Tippecanoe School Corporation, Indiana",2009,49.93663,12.37453,,,,,,,,,,,,,,,56.245541,13.481438,0.0,206.91188,,,,,,,56.245541,13.481438
97000US1811340,"Tippecanoe School Corporation, Indiana",2010,15.653896,7.6273551,,,,,,,,,,,,,,,20.69869,9.6566267,0.0,50.557129,,,,,,,17.439293,8.2937441
97000US1811340,"Tippecanoe School Corporation, Indiana",2011,52.558582,15.537765,,,,,,,,,,,,,,,54.731602,16.892643,38.732395,180.27428,,,,,,,52.825428,15.997122
97000US1811340,"Tippecanoe School Corporation, Indiana",2012,42.225998,12.976673,,,,,,,,,,,,,,,33.930634,12.802482,65.224365,113.5111,,,,,,,33.220146,12.701888
97000US1811340,"Tippecanoe School Corporation, Indiana",2013,31.676706,12.184177,,,,,,,,,,,,,,,32.712082,14.613674,27.981651,81.503799,,,,,,,32.712082,14.613674
97000US1811340,"Tippecanoe School Corporation, Indiana",2014,52.499126,12.910995,,,,,,,,,,,,,,,33.40358,14.020927,90.134995,91.621033,,,,,,,36.130867,12.919415
97000US1811340,"Tippecanoe School Corporation, Indiana",2015,58.333332,19.139538,,,,,,,,,,,,,,,56.277531,21.913975,75.0,173.3474,,,,,,,58.774662,20.024588
97000US1811340,"Tippecanoe School Corporation, Indiana",2016,35.040985,16.763695,,,,,,,,,,,,,,,1.4507773,1.4329462,100.0,57.818645,,,,,,,7.1289063,5.4213853
97000US1811340,"Tippecanoe School Corporation, Indiana",2017,55.992733,16.580378,,,,,,,,,,,,,,,34.280117,10.396676,91.125198,97.728973,,,,,,,50.80645,19.901409
97000US1812090,"Vigo County School Corporation, Indiana",2009,57.865166,8.8322277,,,,,,,,,,,,,,,59.393944,9.7370577,48.802395,99.573425,,,,,,,59.72953,9.5249357
97000US1812090,"Vigo County School Corporation, Indiana",2010,53.79538,7.7291241,,,,,,,,,,,,,,,49.559647,7.4748697,100.0,199.40425,,,,,,,49.559647,7.4748697
97000US1812090,"Vigo County School Corporation, Indiana",2011,47.022392,6.1203523,,,,,,,,,,,,,,,37.054722,7.9705305,65.423729,45.228886,,,,,,,31.991121,6.8143458
97000US1812090,"Vigo County School Corporation, Indiana",2012,44.040905,7.4196792,,,,,,,,,,,,,,,42.185184,7.1051197,80.882355,475.17404,,,,,,,42.185184,7.1051197
97000US1812090,"Vigo County School Corporation, Indiana",2013,67.970955,9.4615088,,,,,,,,,,,,,,,60.475029,10.418576,82.676224,12.492786,,,,,,,60.475029,10.418576
97000US1812090,"Vigo County School Corporation, Indiana",2014,47.229885,6.686522,,,,,,,,,,,,,,,39.928158,7.1967168,71.428574,74.414452,,,,,,,39.44854,7.2059045
97000US1812090,"Vigo County School Corporation, Indiana",2015,35.858719,7.2815566,,,,,,,,,,,,,,,34.35355,7.5089669,60.563381,311.27887,,,,,,,34.35355,7.5089669
97000US1812090,"Vigo County School Corporation, Indiana",2016,36.402878,6.8982697,,,,,,,,,,,,,,,32.855095,6.5956092,54.452557,5.5694618,,,,,,,32.427074,6.5371642
97000US1812090,"Vigo County School Corporation, Indiana",2017,59.035183,7.16817,,,,,,,,,,,,,,,58.30769,8.9893932,63.745022,68.290916,,,,,,,58.30769,8.9893932
97000US1812360,"Warren Township Metropolitan School District, Indiana",2010,19.248938,8.5693846,,,,,,,,,,,,,,,36.52174,17.037615,5.9732666,21.79442,,,,,,,34.233318,16.087385
97000US1812360,"Warren Township Metropolitan School District, Indiana",2011,30.561689,9.9217138,,,,,,,,,,,,,,,18.217627,6.1790042,42.81525,12.61448,,,,,,,26.592081,11.012248
97000US1812360,"Warren Township Metropolitan School District, Indiana",2012,36.065571,7.7360988,,,,,,,34.573643,12.808396,,,,,,,33.84956,13.971771,37.319977,13.54142,,,,,,,33.84956,13.971771
97000US1812360,"Warren Township Metropolitan School District, Indiana",2013,30.362118,9.570919,,,,,,,43.318134,12.920195,,,,,,,6.0580912,5.6271553,39.800194,10.406014,,,,,,,6.0580912,5.6271553
97000US1812360,"Warren Township Metropolitan School District, Indiana",2014,22.422092,9.1341362,,,,,,,,,,,,,,,42.719997,17.44095,13.014462,17.148417,,,,,,,42.719997,17.44095
97000US1812360,"Warren Township Metropolitan School District, Indiana",2015,52.990826,9.7997236,,,,,,,51.67939,16.399889,,,,,,,36.53281,18.78594,62.852116,5.9278197,,,,,,,54.204948,17.313705
97000US1812360,"Warren Township Metropolitan School District, Indiana",2016,44.850189,11.128989,,,,,,,49.648918,13.003262,,,,,,,,,,,,,,,,,13.70482,8.7042351
97000US1812360,"Warren Township Metropolitan School District, Indiana",2017,24.305368,9.5778856,,,,,,,23.850019,12.092253,,,,,,,15.683453,10.731604,26.294821,11.669434,,,,,,,32.643681,17.996103
97000US1812720,"Washington Township Metropolitan School District, Indiana",2009,48.885353,13.121597,,,,,,,56.192535,16.446802,,,,,,,25.430212,14.068851,55.052792,14.709232,,,,,,,25.430212,14.068851
97000US1812720,"Washington Township Metropolitan School District, Indiana",2010,35.803635,8.3120651,,,,,,,41.024517,12.287254,,,,,,,23.033354,9.1450977,43.466766,12.607532,,,,,,,29.563389,10.231099
97000US1812720,"Washington Township Metropolitan School District, Indiana",2011,28.0,5.8463116,,,,,,,29.718622,8.7706537,,,,,,,15.892598,7.1693869,32.097252,7.1071954,,,,,,,15.892598,7.1693869
97000US1812720,"Washington Township Metropolitan School District, Indiana",2012,27.75,8.570013,,,,,,,18.085669,9.4027958,,,,,,,9.9734049,6.6314311,33.210785,10.404459,,,,,,,38.074589,20.923801
97000US1812720,"Washington Township Metropolitan School District, Indiana",2013,35.360359,7.7977047,,,,,,,46.271931,11.43074,,,,,,,13.096447,5.5211868,43.903389,8.5353994,,,,,,,11.922366,5.1527319
97000US1812720,"Washington Township Metropolitan School District, Indiana",2014,48.295979,9.1792297,,,,,,,48.84428,12.756413,,,,,,,53.035145,16.689516,45.336658,19.491287,,,,,,,56.701027,15.458875
97000US1812720,"Washington Township Metropolitan School District, Indiana",2015,29.135281,9.7004194,,,,,,,33.891891,15.887538,,,,,,,16.703056,7.7217808,33.874325,12.589242,,,,,,,16.703056,7.7217808
97000US1812720,"Washington Township Metropolitan School District, Indiana",2016,35.879303,12.869644,,,,,,,,,,,,,,,13.184079,12.782067,49.734245,16.22043,,,,,,,13.184079,12.782067
97000US1812720,"Washington Township Metropolitan School District, Indiana",2017,30.345335,6.3748794,,,,,,,38.965767,11.416982,,,,,,,6.8895645,6.4593329,43.688763,21.624241,,,,,,,15.127529,6.4586272
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2009,51.566429,8.3436327,,,,,,,41.960354,17.010393,,,,,,,51.771374,12.80818,51.374115,20.246267,,,,,,,58.093739,9.6399231
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2010,37.128101,7.5347967,,,,,,,23.658192,4.6504712,50.549454,19.174269,32.74625,13.333996,,,33.850304,11.941644,39.009289,13.21789,,,,,,,33.351063,10.897243
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2011,57.098854,11.526101,,,,,,,77.511116,18.733294,,,,,,,38.005051,13.917091,72.320084,11.969743,,,,,,,38.005051,13.917091
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2012,45.541168,7.1880741,,,,,,,37.40876,8.0640678,36.752136,15.163286,47.006844,8.2036858,,,52.023117,14.781648,40.795597,18.475849,,,,,,,50.0,14.561407
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2013,54.415501,13.438122,,,,,,,66.628304,32.775799,60.474861,27.877754,52.63158,20.030001,,,49.751598,20.180378,58.194363,27.399216,,,,,,,51.540039,19.406984
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2014,54.166668,12.802898,,,,,,,47.559967,21.068783,26.492537,13.81712,56.724136,13.361824,,,57.117645,15.37061,50.749321,34.544216,,,,,,,55.349342,14.622031
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2015,38.543736,10.50191,,,,,,,49.668076,15.60754,26.539755,14.111568,41.967422,13.19855,,,33.310719,16.498655,41.568626,18.228683,,,,,,,30.696796,12.972343
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2016,36.308987,6.9911613,,,,,,,37.931034,15.972379,41.437309,13.142642,35.054245,9.8164063,,,32.4403,9.6749449,40.434784,14.711414,,,,,,,28.814384,8.2715054
97000US1812810,"Wayne Township Metropolitan School District, Indiana",2017,29.033119,7.8190432,,,,,,,32.089851,10.678766,,,,,,,18.436874,9.8202028,32.884197,10.212947,,,,,,,22.941647,11.00739
97000US1903690,"Ankeny Community School District, Iowa",2017,0.0,7.455842,,,,,,,,,,,,,,,0.0,7.7412615,0.0,202.2207,,,,,,,0.0,7.7412615
97000US1906540,"Cedar Rapids Community School District, Iowa",2009,36.51226,7.7049255,,,,,,,,,,,,,,,27.284563,7.3428006,74.623657,105.70667,,,,,,,27.284563,7.3428006
97000US1906540,"Cedar Rapids Community School District, Iowa",2010,36.118362,10.015135,,,,,,,,,,,,,,,37.018917,10.864367,28.871389,134.662,,,,,,,37.018917,10.864367
97000US1906540,"Cedar Rapids Community School District, Iowa",2011,36.591675,7.9379849,,,,,,,,,,,,,,,30.006567,7.9792919,61.02314,89.972099,,,,,,,30.801687,8.2853098
97000US1906540,"Cedar Rapids Community School District, Iowa",2012,21.270058,6.6247506,,,,,,,,,,,,,,,13.066999,5.0978808,58.745247,89.993179,,,,,,,13.820132,5.1235662
97000US1906540,"Cedar Rapids Community School District, Iowa",2013,45.376549,9.1773596,,,,,,,,,,,,,,,42.805756,10.721847,50.423729,31.748301,,,,,,,41.262135,10.4538
97000US1906540,"Cedar Rapids Community School District, Iowa",2014,31.917847,9.5278864,,,,,,,,,,,,,,,21.193489,6.8728528,67.303101,83.040077,,,,,,,20.30492,6.6583591
97000US1906540,"Cedar Rapids Community School District, Iowa",2015,34.888191,8.757123,,,,,,,,,,,,,,,25.127714,6.0649867,64.654335,65.780899,,,,,,,25.629219,5.9535637
97000US1906540,"Cedar Rapids Community School District, Iowa",2016,45.326977,9.4069843,,,,,,,,,,,,,,,40.127148,10.881644,57.932907,31.089289,,,,,,,40.127148,10.881644
97000US1906540,"Cedar Rapids Community School District, Iowa",2017,24.232674,9.4990616,,,,,,,,,,,,,,,23.411724,10.052958,26.196474,39.363014,,,,,,,23.411724,10.052958
97000US1908580,"Davenport Community School District, Iowa",2009,46.335594,8.5139494,,,,,,,52.617447,13.101127,,,,,,,47.071278,11.213366,45.135288,29.518908,,,,,,,44.040936,10.777807
97000US1908580,"Davenport Community School District, Iowa",2010,50.682217,8.8072796,,,,,,,,,,,,,,,51.267136,13.801839,50.023396,24.606245,,,,,,,50.958244,11.130122
97000US1908580,"Davenport Community School District, Iowa",2011,34.663738,5.7308202,,,,,,,43.882545,11.206389,,,,,,,27.420574,8.0310345,42.754543,12.341792,,,,,,,26.225731,7.2572918
97000US1908580,"Davenport Community School District, Iowa",2012,47.008293,7.2911911,,,,,,,65.579712,11.547056,,,,,,,39.339466,9.011879,65.650406,13.137709,,,,,,,38.486706,8.8763981
97000US1908580,"Davenport Community School District, Iowa",2013,39.930149,6.401269,,,,,,,63.399376,16.781296,,,,,,,28.705883,5.7786107,56.332378,3.7498765,,,,,,,31.272373,5.2891421
97000US1908580,"Davenport Community School District, Iowa",2014,31.054777,6.8028393,,,,,,,22.470818,9.3263626,,,,,,,31.533545,8.2892828,29.891304,31.327915,,,,,,,32.543491,8.6504974
97000US1908580,"Davenport Community School District, Iowa",2015,32.227074,7.2396541,,,,,,,,,,,,,,,26.541027,7.6221862,48.536034,11.711413,,,,,,,30.810047,8.0843439
97000US1908580,"Davenport Community School District, Iowa",2016,38.395748,8.9836798,,,,,,,54.672897,13.938369,,,,,,,34.019154,9.8585796,46.582615,27.028156,,,,,,,34.019154,9.8585796
97000US1908580,"Davenport Community School District, Iowa",2017,37.202961,7.3863387,,,,,,,,,,,,,,,28.645834,7.7147083,54.827179,5.0539393,,,,,,,28.965157,7.5670643
97000US1908970,"Des Moines Independent Community School District, Iowa",2009,39.731022,6.1939902,,,,,,,52.780998,11.488821,29.639519,13.3648,40.672897,6.7404561,,,38.076351,7.8932123,43.408005,25.12641,,,,,,,37.14706,7.1542954
97000US1908970,"Des Moines Independent Community School District, Iowa",2010,37.356762,4.5782299,,,,,,,60.108631,11.613215,25.721153,14.563251,39.93866,5.8938718,,,31.953352,6.589303,44.275757,10.751746,,,,,,,29.715883,5.8356071
97000US1908970,"Des Moines Independent Community School District, Iowa",2011,45.941257,4.4078989,,,,,,,69.110275,6.5536709,60.932945,23.97085,44.548286,5.685533,,,37.761616,6.0327115,64.91156,42.583801,,,,,,,38.851185,5.9689999
97000US1908970,"Des Moines Independent Community School District, Iowa",2012,41.726841,5.0733571,,,,,,,69.048843,6.297122,32.222893,9.5915403,43.677731,6.0879703,,,33.719433,7.7861466,51.962399,11.76994,,,,,,,30.55724,6.5276341
97000US1908970,"Des Moines Independent Community School District, Iowa",2013,53.674442,5.0951185,,,,,,,56.342857,16.013857,63.416367,17.156694,51.883827,7.3014512,,,50.437702,7.0148602,58.39674,13.968452,,,,,,,50.841862,6.6822658
97000US1908970,"Des Moines Independent Community School District, Iowa",2014,48.418114,5.869205,,,,,,,51.655952,15.285208,56.880737,16.290737,47.094692,7.468739,,,44.709209,7.1736493,52.309322,13.14572,,,,,,,47.579216,6.7958407
97000US1908970,"Des Moines Independent Community School District, Iowa",2015,35.294117,3.7787988,,,,,,,57.811554,7.410831,47.314423,12.986471,32.534294,6.0263734,,,23.768602,4.9719906,48.696075,2.6023796,,,,,,,29.265461,5.3610573
97000US1908970,"Des Moines Independent Community School District, Iowa",2016,39.700336,5.8081388,,,,,,,49.707031,16.743288,35.138538,9.6896057,40.642475,7.1630797,,,36.795773,6.443727,43.265308,14.210841,,,,,,,36.107361,6.3005505
97000US1908970,"Des Moines Independent Community School District, Iowa",2017,39.461094,5.8964348,,,,,24.13793,15.421906,62.152779,14.290208,26.231262,16.664679,41.224316,6.7568617,,,29.356283,7.4649239,51.04026,11.621458,,,,,,,29.534191,6.9244275
97000US1909480,"Dubuque Community School District, Iowa",2009,38.655003,11.955812,,,,,,,,,,,,,,,34.530025,11.721601,59.932663,10.405506,,,,,,,34.530025,11.721601
97000US1909480,"Dubuque Community School District, Iowa",2010,37.704918,9.2164917,,,,,,,,,,,,,,,28.081841,9.3328133,100.0,110.00307,,,,,,,28.081841,9.3328133
97000US1909480,"Dubuque Community School District, Iowa",2011,45.64809,11.115616,,,,,,,,,,,,,,,41.232227,11.988933,100.0,271.61777,,,,,,,41.232227,11.988933
97000US1909480,"Dubuque Community School District, Iowa",2012,38.207169,8.1980448,,,,,,,,,,,,,,,35.446011,9.2614431,53.684212,44.646637,,,,,,,37.128487,9.2389231
97000US1909480,"Dubuque Community School District, Iowa",2013,51.394798,8.2234507,,,,,,,,,,,,,,,42.019176,11.45422,100.0,114.0238,,,,,,,42.019176,11.45422
97000US1909480,"Dubuque Community School District, Iowa",2014,44.532711,9.0144854,,,,,,,,,,,,,,,43.83313,11.453945,46.913578,52.950806,,,,,,,39.944904,10.094494
97000US1909480,"Dubuque Community School District, Iowa",2015,47.646572,9.3286161,,,,,,,,,,,,,,,32.732098,10.433672,100.0,72.791252,,,,,,,32.732098,10.433672
97000US1909480,"Dubuque Community School District, Iowa",2016,53.911488,10.868466,,,,,,,,,,,,,,,50.102352,11.434476,80.212013,224.51079,,,,,,,50.102352,11.434476
97000US1909480,"Dubuque Community School District, Iowa",2017,23.573486,8.2961674,,,,,,,,,,,,,,,17.952127,9.1667156,60.173161,150.96866,,,,,,,17.952127,9.1667156
97000US1914700,"Iowa City Community School District, Iowa",2009,18.994114,10.664212,,,,,,,,,,,,,,,13.832659,12.469132,38.759689,39.670647,,,,,,,13.703209,12.366503
97000US1914700,"Iowa City Community School District, Iowa",2010,13.574939,5.4039993,,,,,,,,,,,,,,,15.774648,7.3480034,9.4138536,23.251396,,,,,,,14.973262,7.1209116
97000US1914700,"Iowa City Community School District, Iowa",2011,40.572792,7.8388743,,,,,,,,,,,,,,,37.293621,9.8530779,55.42522,30.003866,,,,,,,36.536633,9.7737894
97000US1914700,"Iowa City Community School District, Iowa",2012,37.827179,8.8508654,,,,,,,100.0,42.199978,,,,,,,18.244802,7.0825281,69.914856,57.745838,,,,,,,18.404909,6.4820991
