State,City,Gender,Weapon Used,Affected Age Group,Total,Year
Antioquia,Yolombó,Male,None,Adult,2.0,2021
Antioquia,Yondó,Female,Blunt force weapon,Adult,3.0,2021
Antioquia,Yondó,Female,None,Adult,7.0,2021
Antioquia,Yondó,Male,Sharp weapon,Adult,1.0,2021
Antioquia,Yondó,Male,Blunt force weapon,Adult,1.0,2021
Antioquia,Yondó,Male,Blunt force weapon,Minors,1.0,2021
Antioquia,Yondó,Male,None,Adult,1.0,2021
Antioquia,Zaragoza,Female,Sharp weapon,Adult,3.0,2021
Antioquia,Zaragoza,Female,Blunt force weapon,Adult,6.0,2021
Antioquia,Zaragoza,Female,None,Teenagers,3.0,2021
Antioquia,Zaragoza,Female,None,Adult,18.0,2021
Arauca,Arauca (Ct),Female,Blunt force weapon,Adult,8.0,2021
Arauca,Arauca (Ct),Female,None,Teenagers,6.0,2021
Arauca,Arauca (Ct),Female,None,Adult,118.0,2021
Arauca,Arauca (Ct),Female,None,Minors,2.0,2021
Arauca,Arauca (Ct),Male,Blunt force weapon,Adult,1.0,2021
Arauca,Arauca (Ct),Male,None,Adult,14.0,2021
Arauca,Arauca (Ct),Male,None,Minors,9.0,2021
Arauca,Arauquita,Female,None,Adult,9.0,2021
Arauca,Arauquita,Male,None,Adult,1.0,2021
Arauca,Cravo Norte,Female,None,Adult,2.0,2021
Arauca,Cravo Norte,Male,None,Adult,1.0,2021
Arauca,Fortul,Female,Blunt force weapon,Adult,1.0,2021
Arauca,Fortul,Female,None,Adult,3.0,2021
Arauca,Puerto Rondón,Female,None,Adult,3.0,2021
Arauca,Saravena,Female,Blunt force weapon,Adult,6.0,2021
Arauca,Saravena,Female,None,Adult,26.0,2021
Arauca,Saravena,Female,None,Minors,1.0,2021
Arauca,Saravena,Male,None,Adult,2.0,2021
Arauca,Tame,Female,Sharp weapon,Adult,1.0,2021
Arauca,Tame,Female,Blunt force weapon,Teenagers,3.0,2021
Arauca,Tame,Female,Blunt force weapon,Adult,7.0,2021
Arauca,Tame,Female,Blunt force weapon,Minors,1.0,2021
Arauca,Tame,Female,None,Teenagers,2.0,2021
Arauca,Tame,Female,None,Adult,81.0,2021
Arauca,Tame,Female,None,Minors,2.0,2021
Arauca,Tame,Male,Blunt force weapon,Adult,1.0,2021
Arauca,Tame,Male,None,Adult,20.0,2021
Arauca,Tame,Male,None,Minors,6.0,2021
Atlántico,Baranoa,Female,Blunt force weapon,Adult,3.0,2021
Atlántico,Baranoa,Female,None,Adult,28.0,2021
Atlántico,Baranoa,Male,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Baranoa,Male,None,Adult,4.0,2021
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Teenagers,1.0,2021
Atlántico,Barranquilla (Ct),Female,Sharp weapon,Adult,25.0,2021
Atlántico,Barranquilla (Ct),Female,Firearm,Adult,6.0,2021
Atlántico,Barranquilla (Ct),Female,Firearm,Minors,1.0,2021
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Teenagers,14.0,2021
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Adult,609.0,2021
Atlántico,Barranquilla (Ct),Female,Blunt force weapon,Minors,14.0,2021
Atlántico,Barranquilla (Ct),Female,None,Teenagers,26.0,2021
Atlántico,Barranquilla (Ct),Female,None,Adult,818.0,2021
Atlántico,Barranquilla (Ct),Female,None,Minors,21.0,2021
Atlántico,Barranquilla (Ct),Male,Sharp weapon,Adult,16.0,2021
Atlántico,Barranquilla (Ct),Male,Firearm,Adult,3.0,2021
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Teenagers,11.0,2021
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Adult,158.0,2021
Atlántico,Barranquilla (Ct),Male,Blunt force weapon,Minors,17.0,2021
Atlántico,Barranquilla (Ct),Male,None,Teenagers,8.0,2021
Atlántico,Barranquilla (Ct),Male,None,Adult,187.0,2021
Atlántico,Barranquilla (Ct),Male,None,Minors,23.0,2021
Atlántico,Campo De La Cruz,Female,None,Adult,7.0,2021
Atlántico,Campo De La Cruz,Male,None,Adult,1.0,2021
Atlántico,Candelaria,Female,None,Adult,5.0,2021
Atlántico,Candelaria,Male,None,Adult,8.0,2021
Atlántico,Galapa,Female,Sharp weapon,Adult,2.0,2021
Atlántico,Galapa,Female,Blunt force weapon,Adult,21.0,2021
Atlántico,Galapa,Female,None,Adult,29.0,2021
Atlántico,Galapa,Male,Sharp weapon,Adult,1.0,2021
Atlántico,Galapa,Male,Blunt force weapon,Adult,2.0,2021
Atlántico,Galapa,Male,Blunt force weapon,Minors,3.0,2021
Atlántico,Galapa,Male,None,Adult,11.0,2021
Atlántico,Juan De Acosta,Female,Blunt force weapon,Adult,2.0,2021
Atlántico,Juan De Acosta,Female,None,Adult,6.0,2021
Atlántico,Juan De Acosta,Male,Blunt force weapon,Adult,1.0,2021
Atlántico,Juan De Acosta,Male,None,Adult,1.0,2021
Atlántico,Luruaco,Female,Blunt force weapon,Adult,3.0,2021
Atlántico,Luruaco,Female,None,Adult,6.0,2021
Atlántico,Luruaco,Female,None,Minors,1.0,2021
Atlántico,Luruaco,Male,Sharp weapon,Adult,1.0,2021
Atlántico,Luruaco,Male,None,Adult,11.0,2021
Atlántico,Luruaco,Male,None,Minors,1.0,2021
Atlántico,Malambo,Female,Sharp weapon,Teenagers,1.0,2021
Atlántico,Malambo,Female,Sharp weapon,Adult,4.0,2021
Atlántico,Malambo,Female,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Malambo,Female,Blunt force weapon,Adult,30.0,2021
Atlántico,Malambo,Female,Blunt force weapon,Minors,2.0,2021
Atlántico,Malambo,Female,None,Teenagers,2.0,2021
Atlántico,Malambo,Female,None,Adult,81.0,2021
Atlántico,Malambo,Male,Sharp weapon,Adult,3.0,2021
Atlántico,Malambo,Male,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Malambo,Male,Blunt force weapon,Adult,13.0,2021
Atlántico,Malambo,Male,None,Adult,12.0,2021
Atlántico,Manatí,Female,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Manatí,Female,None,Adult,8.0,2021
Atlántico,Manatí,Male,None,Adult,10.0,2021
Atlántico,Manatí,Male,None,Minors,1.0,2021
Atlántico,Palmar De Varela,Female,Blunt force weapon,Adult,1.0,2021
Atlántico,Palmar De Varela,Female,None,Adult,7.0,2021
Atlántico,Palmar De Varela,Female,None,Minors,1.0,2021
Atlántico,Palmar De Varela,Male,None,Adult,1.0,2021
Atlántico,Piojó,Female,Blunt force weapon,Adult,1.0,2021
Atlántico,Polonuevo,Female,None,Adult,6.0,2021
Atlántico,Polonuevo,Male,None,Teenagers,1.0,2021
Atlántico,Polonuevo,Male,None,Adult,11.0,2021
Atlántico,Ponedera,Female,Sharp weapon,Adult,1.0,2021
Atlántico,Ponedera,Female,Blunt force weapon,Adult,2.0,2021
Atlántico,Ponedera,Female,None,Adult,27.0,2021
Atlántico,Ponedera,Male,None,Adult,6.0,2021
Atlántico,Puerto Colombia,Female,Sharp weapon,Adult,2.0,2021
Atlántico,Puerto Colombia,Female,Blunt force weapon,Adult,16.0,2021
Atlántico,Puerto Colombia,Female,None,Teenagers,3.0,2021
Atlántico,Puerto Colombia,Female,None,Adult,20.0,2021
Atlántico,Puerto Colombia,Male,Sharp weapon,Adult,4.0,2021
Atlántico,Puerto Colombia,Male,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Puerto Colombia,Male,Blunt force weapon,Adult,7.0,2021
Atlántico,Puerto Colombia,Male,None,Adult,1.0,2021
Atlántico,Puerto Colombia,Male,None,Minors,1.0,2021
Atlántico,Repelón,Female,Blunt force weapon,Teenagers,1.0,2021
Atlántico,Repelón,Female,Blunt force weapon,Adult,4.0,2021
Atlántico,Repelón,Female,None,Teenagers,1.0,2021
Atlántico,Repelón,Female,None,Adult,10.0,2021
Atlántico,Repelón,Female,None,Minors,1.0,2021
Atlántico,Repelón,Male,Sharp weapon,Teenagers,1.0,2021
Atlántico,Repelón,Male,None,Adult,7.0,2021
Atlántico,Sabanagrande,Female,Blunt force weapon,Adult,2.0,2021
Atlántico,Sabanagrande,Female,None,Adult,17.0,2021
Atlántico,Sabanagrande,Male,None,Adult,4.0,2021
Atlántico,Sabanagrande,Male,None,Minors,3.0,2021
Atlántico,Sabanalarga,Female,Sharp weapon,Adult,4.0,2021
Atlántico,Sabanalarga,Female,Blunt force weapon,Adult,17.0,2021
Atlántico,Sabanalarga,Female,None,Teenagers,3.0,2021
Atlántico,Sabanalarga,Female,None,Adult,68.0,2021
Atlántico,Sabanalarga,Female,None,Minors,3.0,2021
Atlántico,Sabanalarga,Male,Sharp weapon,Adult,1.0,2021
Atlántico,Sabanalarga,Male,Blunt force weapon,Teenagers,3.0,2021
Atlántico,Sabanalarga,Male,Blunt force weapon,Adult,12.0,2021
Atlántico,Sabanalarga,Male,None,Teenagers,1.0,2021
Atlántico,Sabanalarga,Male,None,Adult,35.0,2021
Atlántico,Sabanalarga,Male,None,Minors,2.0,2021
Atlántico,Santa Lucía,Female,Blunt force weapon,Adult,2.0,2021
Atlántico,Santa Lucía,Male,None,Adult,1.0,2021
Atlántico,Santo Tomás,Female,None,Teenagers,1.0,2021
Atlántico,Santo Tomás,Female,None,Adult,15.0,2021
Atlántico,Santo Tomás,Male,Sharp weapon,Adult,1.0,2021
Atlántico,Santo Tomás,Male,Blunt force weapon,Minors,2.0,2021
Atlántico,Santo Tomás,Male,None,Adult,3.0,2021
Atlántico,Soledad,Female,Sharp weapon,Adult,11.0,2021
Atlántico,Soledad,Female,Sharp weapon,Minors,1.0,2021
Atlántico,Soledad,Female,Firearm,Adult,4.0,2021
Atlántico,Soledad,Female,Blunt force weapon,Teenagers,17.0,2021
Atlántico,Soledad,Female,Blunt force weapon,Adult,396.0,2021
Atlántico,Soledad,Female,Blunt force weapon,Minors,14.0,2021
Atlántico,Soledad,Female,None,Teenagers,6.0,2021
Atlántico,Soledad,Female,None,Adult,176.0,2021
Atlántico,Soledad,Female,None,Minors,10.0,2021
Atlántico,Soledad,Male,Sharp weapon,Adult,2.0,2021
Atlántico,Soledad,Male,Firearm,Teenagers,1.0,2021
Atlántico,Soledad,Male,Blunt force weapon,Teenagers,10.0,2021
Atlántico,Soledad,Male,Blunt force weapon,Adult,70.0,2021
Atlántico,Soledad,Male,Blunt force weapon,Minors,13.0,2021
Atlántico,Soledad,Male,None,Teenagers,5.0,2021
Atlántico,Soledad,Male,None,Adult,51.0,2021
Atlántico,Soledad,Male,None,Minors,6.0,2021
Atlántico,Suan,Male,None,Adult,1.0,2021
Atlántico,Tubará,Female,Blunt force weapon,Adult,2.0,2021
Atlántico,Tubará,Female,None,Adult,3.0,2021
Atlántico,Tubará,Male,Blunt force weapon,Adult,1.0,2021
Atlántico,Usiacurí,Female,Blunt force weapon,Adult,1.0,2021
Atlántico,Usiacurí,Female,None,Adult,3.0,2021
Bolívar,Achí,Female,None,Adult,2.0,2021
Bolívar,Altos Del Rosario,Female,None,Adult,1.0,2021
Bolívar,Arenal,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Arenal,Female,None,Teenagers,1.0,2021
Bolívar,Arenal,Female,None,Adult,2.0,2021
Bolívar,Arjona,Female,Sharp weapon,Adult,2.0,2021
Bolívar,Arjona,Female,Sharp weapon,Minors,1.0,2021
Bolívar,Arjona,Female,Blunt force weapon,Adult,6.0,2021
Bolívar,Arjona,Female,None,Teenagers,4.0,2021
Bolívar,Arjona,Female,None,Adult,35.0,2021
Bolívar,Arjona,Male,Blunt force weapon,Adult,2.0,2021
Bolívar,Arjona,Male,None,Minors,1.0,2021
Bolívar,Arroyohondo,Female,None,Adult,1.0,2021
Bolívar,Barranco De Loba,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Barranco De Loba,Female,Blunt force weapon,Minors,1.0,2021
Bolívar,Barranco De Loba,Male,None,Adult,1.0,2021
Bolívar,Calamar,Female,Firearm,Adult,1.0,2021
Bolívar,Calamar,Female,Blunt force weapon,Teenagers,1.0,2021
Bolívar,Calamar,Female,Blunt force weapon,Adult,4.0,2021
Bolívar,Calamar,Female,None,Adult,8.0,2021
Bolívar,Calamar,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Calamar,Male,None,Adult,1.0,2021
Bolívar,Cantagallo,Female,Sharp weapon,Adult,1.0,2021
Bolívar,Cantagallo,Female,Blunt force weapon,Adult,6.0,2021
Bolívar,Cantagallo,Female,Blunt force weapon,Minors,1.0,2021
Bolívar,Cantagallo,Female,None,Adult,3.0,2021
Bolívar,Cantagallo,Male,None,Adult,3.0,2021
Bolívar,Cartagena (Ct),Female,Sharp weapon,Adult,10.0,2021
Bolívar,Cartagena (Ct),Female,Firearm,Adult,3.0,2021
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Teenagers,3.0,2021
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Adult,78.0,2021
Bolívar,Cartagena (Ct),Female,Blunt force weapon,Minors,1.0,2021
Bolívar,Cartagena (Ct),Female,None,Teenagers,48.0,2021
Bolívar,Cartagena (Ct),Female,None,Adult,1776.0,2021
Bolívar,Cartagena (Ct),Female,None,Minors,36.0,2021
Bolívar,Cartagena (Ct),Male,Sharp weapon,Adult,9.0,2021
Bolívar,Cartagena (Ct),Male,Blunt force weapon,Adult,18.0,2021
Bolívar,Cartagena (Ct),Male,Blunt force weapon,Minors,3.0,2021
Bolívar,Cartagena (Ct),Male,None,Teenagers,22.0,2021
Bolívar,Cartagena (Ct),Male,None,Adult,425.0,2021
Bolívar,Cartagena (Ct),Male,None,Minors,45.0,2021
Bolívar,Cicuco,Female,Firearm,Adult,1.0,2021
Bolívar,Cicuco,Female,None,Adult,7.0,2021
Bolívar,Cicuco,Male,None,Adult,3.0,2021
Bolívar,Clemencia,Female,None,Adult,7.0,2021
Bolívar,Córdoba,Female,Sharp weapon,Adult,1.0,2021
Bolívar,Córdoba,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Córdoba,Female,None,Teenagers,1.0,2021
Bolívar,Córdoba,Female,None,Adult,1.0,2021
Bolívar,Córdoba,Male,None,Adult,1.0,2021
Bolívar,El Carmen De Bolívar,Female,Blunt force weapon,Adult,4.0,2021
Bolívar,El Carmen De Bolívar,Female,None,Teenagers,7.0,2021
Bolívar,El Carmen De Bolívar,Female,None,Adult,83.0,2021
Bolívar,El Carmen De Bolívar,Female,None,Minors,3.0,2021
Bolívar,El Carmen De Bolívar,Male,Sharp weapon,Adult,1.0,2021
Bolívar,El Carmen De Bolívar,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,El Carmen De Bolívar,Male,Blunt force weapon,Minors,1.0,2021
Bolívar,El Carmen De Bolívar,Male,None,Teenagers,1.0,2021
Bolívar,El Carmen De Bolívar,Male,None,Adult,14.0,2021
Bolívar,El Guamo,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,El Guamo,Female,None,Adult,2.0,2021
Bolívar,El Guamo,Male,None,Adult,1.0,2021
Bolívar,El Peñón,Female,None,Adult,1.0,2021
Bolívar,Hatillo De Loba,Female,None,Teenagers,1.0,2021
Bolívar,Hatillo De Loba,Female,None,Adult,2.0,2021
Bolívar,Magangué,Female,Sharp weapon,Adult,12.0,2021
Bolívar,Magangué,Female,Sharp weapon,Minors,1.0,2021
Bolívar,Magangué,Female,Blunt force weapon,Adult,12.0,2021
Bolívar,Magangué,Female,Blunt force weapon,Minors,1.0,2021
Bolívar,Magangué,Female,None,Teenagers,3.0,2021
Bolívar,Magangué,Female,None,Adult,105.0,2021
Bolívar,Magangué,Female,None,Minors,1.0,2021
Bolívar,Magangué,Male,Sharp weapon,Adult,2.0,2021
Bolívar,Magangué,Male,Blunt force weapon,Adult,2.0,2021
Bolívar,Magangué,Male,Blunt force weapon,Minors,1.0,2021
Bolívar,Magangué,Male,None,Teenagers,1.0,2021
Bolívar,Magangué,Male,None,Adult,24.0,2021
Bolívar,Magangué,Male,None,Minors,2.0,2021
Bolívar,Mahates,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Mahates,Female,None,Adult,7.0,2021
Bolívar,Mahates,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Mahates,Male,None,Adult,1.0,2021
Bolívar,Margarita,Female,None,Adult,1.0,2021
Bolívar,María La Baja,Female,Sharp weapon,Adult,2.0,2021
Bolívar,María La Baja,Female,Firearm,Adult,1.0,2021
Bolívar,María La Baja,Female,Blunt force weapon,Adult,3.0,2021
Bolívar,María La Baja,Female,None,Teenagers,1.0,2021
Bolívar,María La Baja,Female,None,Adult,23.0,2021
Bolívar,María La Baja,Female,None,Minors,1.0,2021
Bolívar,María La Baja,Male,Blunt force weapon,Adult,3.0,2021
Bolívar,María La Baja,Male,None,Adult,5.0,2021
Bolívar,María La Baja,Male,None,Minors,1.0,2021
Bolívar,Mompós,Female,Sharp weapon,Adult,4.0,2021
Bolívar,Mompós,Female,Firearm,Adult,1.0,2021
Bolívar,Mompós,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Mompós,Female,None,Teenagers,2.0,2021
Bolívar,Mompós,Female,None,Adult,11.0,2021
Bolívar,Mompós,Male,Firearm,Teenagers,1.0,2021
Bolívar,Mompós,Male,Firearm,Adult,1.0,2021
Bolívar,Montecristo,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Montecristo,Female,None,Adult,1.0,2021
Bolívar,Morales,Female,Sharp weapon,Adult,1.0,2021
Bolívar,Morales,Female,Blunt force weapon,Adult,5.0,2021
Bolívar,Morales,Female,None,Adult,2.0,2021
Bolívar,Morales,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Norosí,Female,Sharp weapon,Adult,2.0,2021
Bolívar,Norosí,Male,Sharp weapon,Adult,1.0,2021
Bolívar,Pinillos,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Pinillos,Female,None,Adult,1.0,2021
Bolívar,Pinillos,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Regidor,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Regidor,Female,Blunt force weapon,Minors,1.0,2021
Bolívar,Regidor,Female,None,Adult,1.0,2021
Bolívar,Río Viejo,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Río Viejo,Female,None,Adult,2.0,2021
Bolívar,San Cristóbal,Female,Sharp weapon,Adult,1.0,2021
Bolívar,San Cristóbal,Female,None,Teenagers,1.0,2021
Bolívar,San Cristóbal,Female,None,Adult,4.0,2021
Bolívar,San Cristóbal,Female,None,Minors,2.0,2021
Bolívar,San Cristóbal,Male,None,Adult,1.0,2021
Bolívar,San Estanislao,Female,Sharp weapon,Adult,1.0,2021
Bolívar,San Estanislao,Female,Blunt force weapon,Teenagers,1.0,2021
Bolívar,San Estanislao,Female,Blunt force weapon,Adult,3.0,2021
Bolívar,San Estanislao,Female,None,Adult,10.0,2021
Bolívar,San Estanislao,Male,Sharp weapon,Adult,1.0,2021
Bolívar,San Estanislao,Male,None,Teenagers,1.0,2021
Bolívar,San Estanislao,Male,None,Adult,2.0,2021
Bolívar,San Fernando,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,San Fernando,Female,None,Adult,1.0,2021
Bolívar,San Fernando,Male,Blunt force weapon,Adult,2.0,2021
Bolívar,San Fernando,Male,None,Minors,1.0,2021
Bolívar,San Jacinto,Female,Sharp weapon,Adult,1.0,2021
Bolívar,San Jacinto,Female,Blunt force weapon,Teenagers,1.0,2021
Bolívar,San Jacinto,Female,Blunt force weapon,Adult,3.0,2021
Bolívar,San Jacinto,Female,None,Adult,9.0,2021
Bolívar,San Jacinto,Female,None,Minors,1.0,2021
Bolívar,San Jacinto,Male,None,Adult,2.0,2021
Bolívar,San Jacinto Del Cauca,Female,None,Adult,1.0,2021
Bolívar,San Juan Nepomuceno,Female,Sharp weapon,Adult,4.0,2021
Bolívar,San Juan Nepomuceno,Female,Blunt force weapon,Teenagers,1.0,2021
Bolívar,San Juan Nepomuceno,Female,Blunt force weapon,Adult,4.0,2021
Bolívar,San Juan Nepomuceno,Female,None,Teenagers,1.0,2021
Bolívar,San Juan Nepomuceno,Female,None,Adult,20.0,2021
Bolívar,San Juan Nepomuceno,Male,Blunt force weapon,Teenagers,1.0,2021
Bolívar,San Juan Nepomuceno,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,San Juan Nepomuceno,Male,None,Adult,2.0,2021
Bolívar,San Juan Nepomuceno,Male,None,Minors,1.0,2021
Bolívar,San Martín De Loba,Female,None,Adult,3.0,2021
Bolívar,San Martín De Loba,Male,Sharp weapon,Adult,1.0,2021
Bolívar,San Martín De Loba,Male,None,Minors,1.0,2021
Bolívar,San Pablo,Female,Sharp weapon,Adult,4.0,2021
Bolívar,San Pablo,Female,Blunt force weapon,Teenagers,1.0,2021
Bolívar,San Pablo,Female,Blunt force weapon,Adult,30.0,2021
Bolívar,San Pablo,Female,Blunt force weapon,Minors,1.0,2021
Bolívar,San Pablo,Female,None,Teenagers,1.0,2021
Bolívar,San Pablo,Female,None,Adult,16.0,2021
Bolívar,San Pablo,Female,None,Minors,1.0,2021
Bolívar,San Pablo,Male,Sharp weapon,Adult,1.0,2021
Bolívar,San Pablo,Male,Blunt force weapon,Adult,2.0,2021
Bolívar,San Pablo,Male,Blunt force weapon,Minors,3.0,2021
Bolívar,San Pablo,Male,None,Teenagers,1.0,2021
Bolívar,San Pablo,Male,None,Minors,1.0,2021
Bolívar,Santa Catalina,Female,None,Adult,24.0,2021
Bolívar,Santa Catalina,Male,None,Adult,4.0,2021
Bolívar,Santa Catalina,Male,None,Minors,1.0,2021
Bolívar,Santa Rosa,Female,Sharp weapon,Adult,1.0,2021
Bolívar,Santa Rosa,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Santa Rosa,Female,None,Teenagers,2.0,2021
Bolívar,Santa Rosa,Female,None,Adult,41.0,2021
Bolívar,Santa Rosa,Male,None,Adult,7.0,2021
Bolívar,Santa Rosa,Male,None,Minors,1.0,2021
Bolívar,Santa Rosa Del Sur,Female,Blunt force weapon,Adult,24.0,2021
Bolívar,Santa Rosa Del Sur,Female,None,Teenagers,1.0,2021
Bolívar,Santa Rosa Del Sur,Female,None,Adult,9.0,2021
Bolívar,Santa Rosa Del Sur,Male,Sharp weapon,Adult,1.0,2021
Bolívar,Santa Rosa Del Sur,Male,Blunt force weapon,Adult,3.0,2021
Bolívar,Santa Rosa Del Sur,Male,Blunt force weapon,Minors,1.0,2021
Bolívar,Santa Rosa Del Sur,Male,None,Adult,5.0,2021
Bolívar,Simití,Female,Sharp weapon,Teenagers,1.0,2021
Bolívar,Simití,Female,Blunt force weapon,Adult,8.0,2021
Bolívar,Simití,Male,Blunt force weapon,Adult,3.0,2021
Bolívar,Soplaviento,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Soplaviento,Female,None,Adult,7.0,2021
Bolívar,Soplaviento,Male,None,Adult,1.0,2021
Bolívar,Talaigua Nuevo,Female,Blunt force weapon,Adult,2.0,2021
Bolívar,Talaigua Nuevo,Female,None,Adult,1.0,2021
Bolívar,Talaigua Nuevo,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Tiquisio,Female,Blunt force weapon,Adult,1.0,2021
Bolívar,Tiquisio,Female,None,Adult,9.0,2021
Bolívar,Tiquisio,Male,None,Adult,1.0,2021
Bolívar,Turbaco,Female,Blunt force weapon,Adult,3.0,2021
Bolívar,Turbaco,Female,None,Teenagers,2.0,2021
Bolívar,Turbaco,Female,None,Adult,106.0,2021
Bolívar,Turbaco,Female,None,Minors,6.0,2021
Bolívar,Turbaco,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Turbaco,Male,None,Teenagers,1.0,2021
Bolívar,Turbaco,Male,None,Adult,15.0,2021
Bolívar,Turbaco,Male,None,Minors,2.0,2021
Bolívar,Turbaná,Female,None,Teenagers,1.0,2021
Bolívar,Turbaná,Female,None,Adult,8.0,2021
Bolívar,Turbaná,Male,None,Adult,5.0,2021
Bolívar,Villanueva,Female,Sharp weapon,Adult,1.0,2021
Bolívar,Villanueva,Female,Blunt force weapon,Adult,4.0,2021
Bolívar,Villanueva,Female,None,Teenagers,1.0,2021
Bolívar,Villanueva,Female,None,Adult,20.0,2021
Bolívar,Villanueva,Male,Blunt force weapon,Adult,1.0,2021
Bolívar,Villanueva,Male,None,Teenagers,1.0,2021
Bolívar,Zambrano,Female,Blunt force weapon,Adult,3.0,2021
Bolívar,Zambrano,Female,None,Teenagers,1.0,2021
Bolívar,Zambrano,Female,None,Adult,9.0,2021
Boyacá,Almeida,Female,Blunt force weapon,Adult,2.0,2021
Boyacá,Almeida,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Almeida,Male,Blunt force weapon,Minors,1.0,2021
Boyacá,Aquitania,Female,Blunt force weapon,Teenagers,1.0,2021
Boyacá,Aquitania,Female,Blunt force weapon,Adult,11.0,2021
Boyacá,Aquitania,Female,Blunt force weapon,Minors,1.0,2021
Boyacá,Aquitania,Female,None,Adult,1.0,2021
Boyacá,Aquitania,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Arcabuco,Female,Blunt force weapon,Adult,13.0,2021
Boyacá,Arcabuco,Female,Blunt force weapon,Minors,2.0,2021
Boyacá,Arcabuco,Female,None,Adult,3.0,2021
Boyacá,Arcabuco,Male,Blunt force weapon,Teenagers,1.0,2021
Boyacá,Arcabuco,Male,Blunt force weapon,Adult,5.0,2021
Boyacá,Arcabuco,Male,None,Adult,2.0,2021
Boyacá,Belén,Female,Blunt force weapon,Teenagers,2.0,2021
Boyacá,Belén,Female,Blunt force weapon,Adult,15.0,2021
Boyacá,Belén,Female,None,Adult,3.0,2021
Boyacá,Belén,Female,None,Minors,1.0,2021
Boyacá,Belén,Male,Blunt force weapon,Teenagers,2.0,2021
Boyacá,Belén,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Belén,Male,Blunt force weapon,Minors,2.0,2021
Boyacá,Belén,Male,None,Adult,1.0,2021
Boyacá,Betéitiva,Female,Blunt force weapon,Adult,1.0,2021
Boyacá,Boavita,Female,Blunt force weapon,Teenagers,3.0,2021
Boyacá,Boavita,Female,Blunt force weapon,Adult,21.0,2021
Boyacá,Boavita,Female,Blunt force weapon,Minors,1.0,2021
Boyacá,Boavita,Female,None,Adult,6.0,2021
Boyacá,Boavita,Male,Blunt force weapon,Adult,7.0,2021
Boyacá,Boavita,Male,Blunt force weapon,Minors,2.0,2021
Boyacá,Boavita,Male,None,Adult,2.0,2021
Boyacá,Boyacá,Female,Blunt force weapon,Teenagers,1.0,2021
Boyacá,Boyacá,Female,Blunt force weapon,Adult,5.0,2021
Boyacá,Boyacá,Female,None,Adult,1.0,2021
Boyacá,Boyacá,Male,None,Adult,1.0,2021
Boyacá,Briceño,Female,Sharp weapon,Adult,1.0,2021
Boyacá,Briceño,Female,Blunt force weapon,Adult,3.0,2021
Boyacá,Briceño,Female,None,Adult,2.0,2021
Boyacá,Buenavista,Female,Blunt force weapon,Adult,9.0,2021
Boyacá,Buenavista,Female,None,Adult,2.0,2021
Boyacá,Buenavista,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Busbanzá,Female,Blunt force weapon,Adult,1.0,2021
Boyacá,Busbanzá,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Caldas,Female,Blunt force weapon,Adult,2.0,2021
Boyacá,Campohermoso,Female,Blunt force weapon,Adult,1.0,2021
Boyacá,Campohermoso,Female,None,Teenagers,1.0,2021
Boyacá,Campohermoso,Female,None,Adult,1.0,2021
Boyacá,Campohermoso,Male,Blunt force weapon,Adult,1.0,2021
Boyacá,Cerinza,Female,Blunt force weapon,Adult,4.0,2021
Boyacá,Chiquinquirá,Female,Sharp weapon,Adult,3.0,2021
