State,City,Gender,Weapon Used,Affected Age Group,Total,Year
Amazonas,Leticia (Ct),Female,Sharp weapon,Teenagers,1.0,2015
Amazonas,Leticia (Ct),Female,Sharp weapon,Adult,1.0,2015
Amazonas,Leticia (Ct),Female,Blunt force weapon,Teenagers,6.0,2015
Amazonas,Leticia (Ct),Female,Blunt force weapon,Adult,100.0,2015
Amazonas,Leticia (Ct),Female,Blunt force weapon,Minors,3.0,2015
Amazonas,Leticia (Ct),Female,Sharp weapon,Adult,1.0,2015
Amazonas,Leticia (Ct),Female,Sharp weapon,Adult,2.0,2015
Amazonas,Leticia (Ct),Female,Punzantes,Adult,1.0,2015
Amazonas,Leticia (Ct),Female,None,Adult,19.0,2015
Amazonas,Leticia (Ct),Female,None,Minors,2.0,2015
Amazonas,Leticia (Ct),Male,Sharp weapon,Adult,5.0,2015
Amazonas,Leticia (Ct),Male,Blunt force weapon,Teenagers,6.0,2015
Amazonas,Leticia (Ct),Male,Blunt force weapon,Adult,32.0,2015
Amazonas,Leticia (Ct),Male,Blunt force weapon,Minors,2.0,2015
Amazonas,Leticia (Ct),Male,Sharp weapon,Adult,2.0,2015
Amazonas,Leticia (Ct),Male,None,Adult,1.0,2015
Amazonas,Puerto Nariño,Female,Sharp weapon,Adult,2.0,2015
Amazonas,Puerto Nariño,Female,Blunt force weapon,Teenagers,1.0,2015
Amazonas,Puerto Nariño,Male,Sharp weapon,Minors,1.0,2015
Amazonas,Puerto Nariño,Male,None,Teenagers,1.0,2015
Antioquia,Abejorral,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Abejorral,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Abriaquí,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Abriaquí,Female,None,Adult,1.0,2015
Antioquia,Alejandría,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Alejandría,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Alejandría,Female,None,Adult,1.0,2015
Antioquia,Alejandría,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Amagá,Female,Blunt force weapon,Adult,21.0,2015
Antioquia,Amagá,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Amagá,Female,Not reported,Adult,1.0,2015
Antioquia,Amagá,Female,None,Adult,3.0,2015
Antioquia,Amagá,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Amagá,Male,Blunt force weapon,Adult,6.0,2015
Antioquia,Amagá,Male,Sharp weapon,Minors,1.0,2015
Antioquia,Amagá,Male,Not reported,Adult,1.0,2015
Antioquia,Amagá,Male,Not reported,Minors,1.0,2015
Antioquia,Amagá,Male,None,Adult,1.0,2015
Antioquia,Amalfi,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Amalfi,Female,Blunt force weapon,Adult,21.0,2015
Antioquia,Amalfi,Female,Not reported,Adult,4.0,2015
Antioquia,Amalfi,Female,None,Adult,10.0,2015
Antioquia,Amalfi,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Amalfi,Male,Blunt force weapon,Adult,4.0,2015
Antioquia,Amalfi,Male,None,Adult,1.0,2015
Antioquia,Andes,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Andes,Female,Blunt force weapon,Adult,26.0,2015
Antioquia,Andes,Female,Scopolamine,Adult,1.0,2015
Antioquia,Andes,Female,Not reported,Teenagers,1.0,2015
Antioquia,Andes,Female,Not reported,Adult,18.0,2015
Antioquia,Andes,Female,None,Teenagers,1.0,2015
Antioquia,Andes,Female,None,Adult,58.0,2015
Antioquia,Andes,Female,None,Minors,1.0,2015
Antioquia,Andes,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Andes,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,Andes,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Andes,Male,Not reported,Adult,4.0,2015
Antioquia,Andes,Male,None,Teenagers,1.0,2015
Antioquia,Andes,Male,None,Adult,10.0,2015
Antioquia,Angelópolis,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Angelópolis,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Angelópolis,Female,None,Adult,5.0,2015
Antioquia,Angostura,Female,Blunt force weapon,Adult,8.0,2015
Antioquia,Angostura,Female,Punzantes,Adult,1.0,2015
Antioquia,Angostura,Female,None,Teenagers,1.0,2015
Antioquia,Angostura,Female,None,Adult,5.0,2015
Antioquia,Angostura,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Anorí,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Anorí,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Anorí,Female,None,Adult,1.0,2015
Antioquia,Anorí,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Anorí,Male,None,Adult,1.0,2015
Antioquia,Anza,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Anza,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Apartadó,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Apartadó,Female,Sharp weapon,Adult,27.0,2015
Antioquia,Apartadó,Female,Firearm,Adult,1.0,2015
Antioquia,Apartadó,Female,Blunt force weapon,Teenagers,5.0,2015
Antioquia,Apartadó,Female,Blunt force weapon,Adult,78.0,2015
Antioquia,Apartadó,Female,Blunt force weapon,Minors,2.0,2015
Antioquia,Apartadó,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Apartadó,Female,Scopolamine,Teenagers,1.0,2015
Antioquia,Apartadó,Female,Scopolamine,Adult,3.0,2015
Antioquia,Apartadó,Female,Not reported,Adult,10.0,2015
Antioquia,Apartadó,Female,None,Teenagers,5.0,2015
Antioquia,Apartadó,Female,None,Adult,156.0,2015
Antioquia,Apartadó,Female,None,Minors,2.0,2015
Antioquia,Apartadó,Male,Sharp weapon,Adult,9.0,2015
Antioquia,Apartadó,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Apartadó,Male,Blunt force weapon,Adult,10.0,2015
Antioquia,Apartadó,Male,Blunt force weapon,Minors,3.0,2015
Antioquia,Apartadó,Male,Scopolamine,Adult,1.0,2015
Antioquia,Apartadó,Male,None,Adult,3.0,2015
Antioquia,Apartadó,Male,None,Minors,2.0,2015
Antioquia,Arboletes,Female,Firearm,Adult,1.0,2015
Antioquia,Arboletes,Female,Blunt force weapon,Adult,11.0,2015
Antioquia,Arboletes,Female,None,Adult,7.0,2015
Antioquia,Arboletes,Male,Blunt force weapon,Adult,4.0,2015
Antioquia,Argelia,Female,None,Adult,2.0,2015
Antioquia,Armenia,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Armenia,Female,Scopolamine,Adult,1.0,2015
Antioquia,Armenia,Female,None,Teenagers,1.0,2015
Antioquia,Armenia,Female,None,Adult,5.0,2015
Antioquia,Armenia,Male,None,Adult,1.0,2015
Antioquia,Barbosa,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Barbosa,Female,Firearm,Adult,1.0,2015
Antioquia,Barbosa,Female,Blunt force weapon,Adult,21.0,2015
Antioquia,Barbosa,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Barbosa,Female,None,Teenagers,2.0,2015
Antioquia,Barbosa,Female,None,Adult,19.0,2015
Antioquia,Barbosa,Male,Sharp weapon,Teenagers,1.0,2015
Antioquia,Barbosa,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Barbosa,Male,Blunt force weapon,Adult,5.0,2015
Antioquia,Barbosa,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Barbosa,Male,None,Adult,4.0,2015
Antioquia,Barbosa,Male,None,Minors,1.0,2015
Antioquia,Bello,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Bello,Female,Sharp weapon,Adult,17.0,2015
Antioquia,Bello,Female,Firearm,Adult,2.0,2015
Antioquia,Bello,Female,Blunt force weapon,Teenagers,6.0,2015
Antioquia,Bello,Female,Blunt force weapon,Adult,149.0,2015
Antioquia,Bello,Female,Blunt force weapon,Minors,4.0,2015
Antioquia,Bello,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Bello,Female,Scopolamine,Teenagers,1.0,2015
Antioquia,Bello,Female,Scopolamine,Adult,2.0,2015
Antioquia,Bello,Female,None,Teenagers,11.0,2015
Antioquia,Bello,Female,None,Adult,344.0,2015
Antioquia,Bello,Female,None,Minors,1.0,2015
Antioquia,Bello,Male,Sharp weapon,Adult,11.0,2015
Antioquia,Bello,Male,Blunt force weapon,Adult,20.0,2015
Antioquia,Bello,Male,Scopolamine,Adult,2.0,2015
Antioquia,Bello,Male,None,Teenagers,3.0,2015
Antioquia,Bello,Male,None,Adult,62.0,2015
Antioquia,Bello,Male,None,Minors,2.0,2015
Antioquia,Belmira,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Belmira,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Betania,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Betania,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Betania,Female,None,Adult,5.0,2015
Antioquia,Betulia,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Betulia,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Betulia,Female,Not reported,Adult,1.0,2015
Antioquia,Betulia,Female,None,Teenagers,1.0,2015
Antioquia,Betulia,Female,None,Adult,5.0,2015
Antioquia,Betulia,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Briceño,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Briceño,Female,None,Adult,1.0,2015
Antioquia,Buriticá,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Buriticá,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Buriticá,Female,Not reported,Adult,1.0,2015
Antioquia,Caicedo,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Caicedo,Female,None,Adult,2.0,2015
Antioquia,Caldas,Female,Sharp weapon,Adult,7.0,2015
Antioquia,Caldas,Female,Firearm,Adult,2.0,2015
Antioquia,Caldas,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Caldas,Female,Blunt force weapon,Adult,35.0,2015
Antioquia,Caldas,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Caldas,Female,Not reported,Adult,9.0,2015
Antioquia,Caldas,Female,None,Adult,80.0,2015
Antioquia,Caldas,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Caldas,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Caldas,Male,Blunt force weapon,Adult,10.0,2015
Antioquia,Caldas,Male,Not reported,Adult,2.0,2015
Antioquia,Caldas,Male,Punzantes,Adult,1.0,2015
Antioquia,Caldas,Male,None,Adult,12.0,2015
Antioquia,Campamento,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Campamento,Female,None,Adult,4.0,2015
Antioquia,Campamento,Female,None,Minors,1.0,2015
Antioquia,Campamento,Male,Blunt force weapon,Minors,2.0,2015
Antioquia,Caracolí,Male,None,Adult,1.0,2015
Antioquia,Caramanta,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Caramanta,Male,None,Adult,1.0,2015
Antioquia,Carepa,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Carepa,Female,Firearm,Adult,1.0,2015
Antioquia,Carepa,Female,Blunt force weapon,Teenagers,5.0,2015
Antioquia,Carepa,Female,Blunt force weapon,Adult,39.0,2015
Antioquia,Carepa,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Carepa,Female,Not reported,Adult,3.0,2015
Antioquia,Carepa,Female,None,Adult,4.0,2015
Antioquia,Carepa,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Carepa,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,Carepa,Male,Blunt force weapon,Minors,2.0,2015
Antioquia,Carepa,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Carolina,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Carolina,Female,None,Adult,1.0,2015
Antioquia,Caucasia,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Caucasia,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Caucasia,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Caucasia,Female,Blunt force weapon,Adult,73.0,2015
Antioquia,Caucasia,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Caucasia,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Caucasia,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Caucasia,Female,Not reported,Adult,1.0,2015
Antioquia,Caucasia,Female,Not reported,Minors,1.0,2015
Antioquia,Caucasia,Female,None,Teenagers,2.0,2015
Antioquia,Caucasia,Female,None,Adult,19.0,2015
Antioquia,Caucasia,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Caucasia,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Caucasia,Male,Blunt force weapon,Adult,7.0,2015
Antioquia,Caucasia,Male,None,Teenagers,1.0,2015
Antioquia,Caucasia,Male,None,Adult,2.0,2015
Antioquia,Caucasia,Male,None,Minors,1.0,2015
Antioquia,Cañasgordas,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Cañasgordas,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Cañasgordas,Female,Not reported,Adult,1.0,2015
Antioquia,Cañasgordas,Female,None,Adult,2.0,2015
Antioquia,Chigorodó,Female,Sharp weapon,Adult,6.0,2015
Antioquia,Chigorodó,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Chigorodó,Female,Blunt force weapon,Adult,48.0,2015
Antioquia,Chigorodó,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Chigorodó,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Chigorodó,Female,Not reported,Adult,8.0,2015
Antioquia,Chigorodó,Female,None,Adult,7.0,2015
Antioquia,Chigorodó,Female,None,Minors,1.0,2015
Antioquia,Chigorodó,Male,Blunt force weapon,Teenagers,3.0,2015
Antioquia,Chigorodó,Male,Blunt force weapon,Adult,5.0,2015
Antioquia,Chigorodó,Male,None,Adult,3.0,2015
Antioquia,Cisneros,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Cisneros,Female,Blunt force weapon,Adult,10.0,2015
Antioquia,Cisneros,Female,None,Adult,1.0,2015
Antioquia,Cisneros,Male,None,Adult,1.0,2015
Antioquia,Ciudad Bolívar,Female,Sharp weapon,Adult,3.0,2015
Antioquia,Ciudad Bolívar,Female,Blunt force weapon,Adult,13.0,2015
Antioquia,Ciudad Bolívar,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Ciudad Bolívar,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Ciudad Bolívar,Female,Not reported,Adult,1.0,2015
Antioquia,Ciudad Bolívar,Female,None,Adult,6.0,2015
Antioquia,Ciudad Bolívar,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Ciudad Bolívar,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Ciudad Bolívar,Male,None,Adult,1.0,2015
Antioquia,Cocorná,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Cocorná,Female,Blunt force weapon,Adult,7.0,2015
Antioquia,Concepción,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Concordia,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Concordia,Female,Blunt force weapon,Adult,13.0,2015
Antioquia,Concordia,Female,Not reported,Adult,2.0,2015
Antioquia,Concordia,Female,None,Adult,7.0,2015
Antioquia,Concordia,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Copacabana,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Copacabana,Female,Blunt force weapon,Teenagers,4.0,2015
Antioquia,Copacabana,Female,Blunt force weapon,Adult,57.0,2015
Antioquia,Copacabana,Female,Not reported,Adult,1.0,2015
Antioquia,Copacabana,Female,None,Teenagers,3.0,2015
Antioquia,Copacabana,Female,None,Adult,41.0,2015
Antioquia,Copacabana,Female,None,Minors,1.0,2015
Antioquia,Copacabana,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Copacabana,Male,Blunt force weapon,Adult,12.0,2015
Antioquia,Copacabana,Male,Blunt force weapon,Minors,3.0,2015
Antioquia,Copacabana,Male,Scopolamine,Adult,1.0,2015
Antioquia,Copacabana,Male,None,Adult,10.0,2015
Antioquia,Cáceres,Female,Blunt force weapon,Adult,7.0,2015
Antioquia,Cáceres,Female,None,Adult,4.0,2015
Antioquia,Cáceres,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Dabeiba,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Dabeiba,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Don Matías,Female,Firearm,Adult,1.0,2015
Antioquia,Don Matías,Female,Blunt force weapon,Adult,9.0,2015
Antioquia,Don Matías,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Don Matías,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Don Matías,Female,Not reported,Adult,1.0,2015
Antioquia,Don Matías,Female,None,Adult,10.0,2015
Antioquia,Don Matías,Male,Blunt force weapon,Adult,3.0,2015
Antioquia,Don Matías,Male,None,Adult,1.0,2015
Antioquia,Ebéjico,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Ebéjico,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Ebéjico,Female,None,Adult,2.0,2015
Antioquia,El Bagre,Female,Sharp weapon,Adult,4.0,2015
Antioquia,El Bagre,Female,Firearm,Adult,1.0,2015
Antioquia,El Bagre,Female,Blunt force weapon,Adult,17.0,2015
Antioquia,El Bagre,Female,None,Adult,1.0,2015
Antioquia,El Bagre,Male,Sharp weapon,Teenagers,1.0,2015
Antioquia,El Bagre,Male,Sharp weapon,Adult,1.0,2015
Antioquia,El Bagre,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,El Bagre,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,El Bagre,Male,None,Adult,1.0,2015
Antioquia,El Carmen De Viboral,Female,Sharp weapon,Adult,3.0,2015
Antioquia,El Carmen De Viboral,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,El Carmen De Viboral,Female,Blunt force weapon,Adult,35.0,2015
Antioquia,El Carmen De Viboral,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,El Carmen De Viboral,Female,Sharp weapon,Adult,1.0,2015
Antioquia,El Carmen De Viboral,Female,None,Adult,18.0,2015
Antioquia,El Carmen De Viboral,Male,Sharp weapon,Adult,1.0,2015
Antioquia,El Carmen De Viboral,Male,Blunt force weapon,Adult,6.0,2015
Antioquia,El Carmen De Viboral,Male,None,Adult,1.0,2015
Antioquia,El Santuario,Female,Sharp weapon,Adult,2.0,2015
Antioquia,El Santuario,Female,Blunt force weapon,Adult,18.0,2015
Antioquia,El Santuario,Female,None,Adult,9.0,2015
Antioquia,El Santuario,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,El Santuario,Male,None,Adult,3.0,2015
Antioquia,Entrerrios,Female,Blunt force weapon,Adult,6.0,2015
Antioquia,Entrerrios,Female,None,Adult,1.0,2015
Antioquia,Entrerrios,Male,None,Adult,1.0,2015
Antioquia,Envigado,Female,Sharp weapon,Adult,7.0,2015
Antioquia,Envigado,Female,Firearm,Adult,1.0,2015
Antioquia,Envigado,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Envigado,Female,Blunt force weapon,Adult,76.0,2015
Antioquia,Envigado,Female,Not reported,Adult,2.0,2015
Antioquia,Envigado,Female,None,Teenagers,10.0,2015
Antioquia,Envigado,Female,None,Adult,272.0,2015
Antioquia,Envigado,Male,Sharp weapon,Adult,3.0,2015
Antioquia,Envigado,Male,Blunt force weapon,Adult,18.0,2015
Antioquia,Envigado,Male,Scopolamine,Adult,1.0,2015
Antioquia,Envigado,Male,None,Teenagers,1.0,2015
Antioquia,Envigado,Male,None,Adult,53.0,2015
Antioquia,Envigado,Male,None,Minors,3.0,2015
Antioquia,Fredonia,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Fredonia,Female,Blunt force weapon,Adult,19.0,2015
Antioquia,Fredonia,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Fredonia,Female,None,Teenagers,1.0,2015
Antioquia,Fredonia,Female,None,Adult,7.0,2015
Antioquia,Fredonia,Male,Blunt force weapon,Adult,5.0,2015
Antioquia,Fredonia,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Fredonia,Male,Not reported,Adult,1.0,2015
Antioquia,Fredonia,Male,Not reported,Minors,2.0,2015
Antioquia,Frontino,Female,Blunt force weapon,Adult,15.0,2015
Antioquia,Frontino,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Frontino,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Frontino,Female,Not reported,Adult,1.0,2015
Antioquia,Frontino,Female,None,Adult,2.0,2015
Antioquia,Frontino,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Frontino,Male,Blunt force weapon,Adult,4.0,2015
Antioquia,Frontino,Male,Not reported,Adult,1.0,2015
Antioquia,Frontino,Male,None,Minors,1.0,2015
Antioquia,Giraldo,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Girardota,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Girardota,Female,Blunt force weapon,Adult,37.0,2015
Antioquia,Girardota,Female,None,Teenagers,1.0,2015
Antioquia,Girardota,Female,None,Adult,22.0,2015
Antioquia,Girardota,Male,Blunt force weapon,Adult,8.0,2015
Antioquia,Girardota,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Granada,Female,Blunt force weapon,Teenagers,2.0,2015
Antioquia,Granada,Female,Blunt force weapon,Adult,5.0,2015
Antioquia,Granada,Female,None,Adult,2.0,2015
Antioquia,Granada,Male,Sharp weapon,Teenagers,1.0,2015
Antioquia,Guadalupe,Female,Blunt force weapon,Adult,2.0,2015
Antioquia,Guarne,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Guarne,Female,Firearm,Adult,1.0,2015
Antioquia,Guarne,Female,Blunt force weapon,Adult,20.0,2015
Antioquia,Guarne,Female,None,Adult,6.0,2015
Antioquia,Guarne,Male,Sharp weapon,Adult,2.0,2015
Antioquia,Guarne,Male,Blunt force weapon,Adult,8.0,2015
Antioquia,Guarne,Male,None,Adult,3.0,2015
Antioquia,Guatapé,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Guatapé,Female,Blunt force weapon,Adult,11.0,2015
Antioquia,Guatapé,Female,None,Adult,3.0,2015
Antioquia,Gómez Plata,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Gómez Plata,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Gómez Plata,Female,None,Adult,1.0,2015
Antioquia,Gómez Plata,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Gómez Plata,Male,None,Adult,1.0,2015
Antioquia,Heliconia,Female,Blunt force weapon,Adult,1.0,2015
Antioquia,Heliconia,Female,None,Teenagers,1.0,2015
Antioquia,Heliconia,Female,None,Adult,1.0,2015
Antioquia,Heliconia,Male,Blunt force weapon,Adult,2.0,2015
Antioquia,Heliconia,Male,None,Adult,2.0,2015
Antioquia,Hispania,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Hispania,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,Hispania,Female,Blunt force weapon,Minors,1.0,2015
Antioquia,Hispania,Female,Not reported,Adult,2.0,2015
Antioquia,Hispania,Female,Not reported,Minors,1.0,2015
Antioquia,Hispania,Female,None,Adult,2.0,2015
Antioquia,Hispania,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Hispania,Male,None,Adult,1.0,2015
Antioquia,Itagui,Female,Sharp weapon,Adult,9.0,2015
Antioquia,Itagui,Female,Firearm,Adult,2.0,2015
Antioquia,Itagui,Female,Blunt force weapon,Teenagers,8.0,2015
Antioquia,Itagui,Female,Blunt force weapon,Adult,186.0,2015
Antioquia,Itagui,Female,Blunt force weapon,Minors,3.0,2015
Antioquia,Itagui,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,Itagui,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Itagui,Female,Scopolamine,Adult,1.0,2015
Antioquia,Itagui,Female,Not reported,Adult,2.0,2015
Antioquia,Itagui,Female,None,Teenagers,20.0,2015
Antioquia,Itagui,Female,None,Adult,344.0,2015
Antioquia,Itagui,Female,None,Minors,15.0,2015
Antioquia,Itagui,Male,Sharp weapon,Adult,6.0,2015
Antioquia,Itagui,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,Itagui,Male,Blunt force weapon,Adult,32.0,2015
Antioquia,Itagui,Male,Blunt force weapon,Minors,1.0,2015
Antioquia,Itagui,Male,Not reported,Minors,1.0,2015
Antioquia,Itagui,Male,None,Teenagers,4.0,2015
Antioquia,Itagui,Male,None,Adult,63.0,2015
Antioquia,Itagui,Male,None,Minors,13.0,2015
Antioquia,Ituango,Female,Sharp weapon,Adult,2.0,2015
Antioquia,Ituango,Female,Firearm,Adult,1.0,2015
Antioquia,Ituango,Female,Blunt force weapon,Adult,10.0,2015
Antioquia,Ituango,Female,None,Teenagers,1.0,2015
Antioquia,Ituango,Female,None,Adult,2.0,2015
Antioquia,Jardín,Female,Blunt force weapon,Adult,4.0,2015
Antioquia,Jericó,Female,Sharp weapon,Adult,1.0,2015
Antioquia,Jericó,Female,Blunt force weapon,Adult,14.0,2015
Antioquia,Jericó,Female,None,Teenagers,1.0,2015
Antioquia,Jericó,Female,None,Adult,3.0,2015
Antioquia,Jericó,Male,Sharp weapon,Adult,1.0,2015
Antioquia,Jericó,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,Jericó,Male,None,Adult,1.0,2015
Antioquia,La Ceja,Female,Sharp weapon,Adult,1.0,2015
Antioquia,La Ceja,Female,Firearm,Adult,1.0,2015
Antioquia,La Ceja,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,La Ceja,Female,Blunt force weapon,Adult,12.0,2015
Antioquia,La Ceja,Female,None,Adult,7.0,2015
Antioquia,La Ceja,Male,Sharp weapon,Adult,1.0,2015
Antioquia,La Ceja,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,La Ceja,Male,Sharp weapon,Minors,1.0,2015
Antioquia,La Ceja,Male,None,Adult,1.0,2015
Antioquia,La Estrella,Female,Sharp weapon,Teenagers,1.0,2015
Antioquia,La Estrella,Female,Sharp weapon,Adult,2.0,2015
Antioquia,La Estrella,Female,Blunt force weapon,Teenagers,3.0,2015
Antioquia,La Estrella,Female,Blunt force weapon,Adult,19.0,2015
Antioquia,La Estrella,Female,Sharp weapon,Adult,3.0,2015
Antioquia,La Estrella,Female,Scopolamine,Adult,1.0,2015
Antioquia,La Estrella,Female,None,Teenagers,2.0,2015
Antioquia,La Estrella,Female,None,Adult,32.0,2015
Antioquia,La Estrella,Female,None,Minors,1.0,2015
Antioquia,La Estrella,Male,Sharp weapon,Adult,1.0,2015
Antioquia,La Estrella,Male,Firearm,Adult,1.0,2015
Antioquia,La Estrella,Male,Blunt force weapon,Teenagers,1.0,2015
Antioquia,La Estrella,Male,Blunt force weapon,Adult,5.0,2015
Antioquia,La Estrella,Male,None,Adult,8.0,2015
Antioquia,La Pintada,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,La Pintada,Female,Blunt force weapon,Adult,3.0,2015
Antioquia,La Pintada,Female,Not reported,Adult,1.0,2015
Antioquia,La Pintada,Female,None,Adult,5.0,2015
Antioquia,La Pintada,Male,Blunt force weapon,Adult,1.0,2015
Antioquia,La Pintada,Male,None,Adult,3.0,2015
Antioquia,La Unión,Female,Sharp weapon,Adult,1.0,2015
Antioquia,La Unión,Female,Blunt force weapon,Teenagers,1.0,2015
Antioquia,La Unión,Female,Blunt force weapon,Adult,16.0,2015
Antioquia,La Unión,Female,None,Adult,10.0,2015
